# Solver information
# Time        	k_solver      	k_initial     	k_final       	k_iters       	k_converged   	omega_solver  	omega_initial 	omega_final   	omega_iters   	omega_converged	p_rgh_solver  	p_rgh_initial 	p_rgh_final   	p_rgh_iters   	p_rgh_converged
2.99545       	smoothSolver	1.217740e-03	9.862100e-08	564	true	smoothSolver	6.802220e-04	9.935870e-08	273	true	GAMG	3.987410e-03	1.147600e-05	2	true
3             	smoothSolver	1.222210e-03	9.974180e-08	528	true	smoothSolver	6.912870e-04	9.885260e-08	255	true	GAMG	3.828810e-03	1.122600e-05	2	true
3.00455       	smoothSolver	1.129600e-03	9.935700e-08	506	true	smoothSolver	6.687910e-04	9.867590e-08	244	true	GAMG	3.676290e-03	1.051960e-05	2	true
3.00909       	smoothSolver	1.213140e-03	9.902010e-08	490	true	smoothSolver	6.848740e-04	9.736790e-08	237	true	GAMG	3.433940e-03	1.058960e-05	2	true
3.01364       	smoothSolver	1.212810e-03	9.879990e-08	477	true	smoothSolver	6.810320e-04	9.958250e-08	230	true	GAMG	3.221360e-03	1.021410e-05	2	true
3.01818       	smoothSolver	1.195070e-03	9.903170e-08	466	true	smoothSolver	6.778110e-04	9.941000e-08	225	true	GAMG	3.771630e-03	9.916690e-06	2	true
3.02273       	smoothSolver	1.190240e-03	9.868090e-08	457	true	smoothSolver	6.792200e-04	9.864750e-08	221	true	GAMG	3.562660e-03	1.121360e-05	2	true
3.02727       	smoothSolver	1.180730e-03	9.877010e-08	449	true	smoothSolver	6.738550e-04	9.957120e-08	217	true	GAMG	3.415660e-03	9.315170e-06	2	true
3.03182       	smoothSolver	1.110620e-03	9.845620e-08	442	true	smoothSolver	6.609420e-04	9.754780e-08	214	true	GAMG	3.897110e-03	1.222330e-05	2	true
3.03636       	smoothSolver	1.155690e-03	9.851830e-08	436	true	smoothSolver	6.694860e-04	9.912550e-08	211	true	GAMG	3.886310e-03	9.821540e-06	2	true
3.04091       	smoothSolver	1.196420e-03	9.846830e-08	431	true	smoothSolver	6.747940e-04	9.889290e-08	209	true	GAMG	3.585090e-03	1.192960e-05	2	true
3.04545       	smoothSolver	1.175950e-03	9.851960e-08	426	true	smoothSolver	6.706480e-04	9.774920e-08	207	true	GAMG	3.929190e-03	9.487570e-06	2	true
3.05          	smoothSolver	1.167280e-03	9.938100e-08	421	true	smoothSolver	6.664040e-04	9.716560e-08	205	true	GAMG	3.286160e-03	1.162170e-05	2	true
3.05455       	smoothSolver	1.157320e-03	9.912490e-08	417	true	smoothSolver	6.579050e-04	9.717850e-08	203	true	GAMG	3.443540e-03	9.813760e-06	2	true
3.05909       	smoothSolver	1.154550e-03	9.953680e-08	413	true	smoothSolver	6.589480e-04	9.768600e-08	201	true	GAMG	3.844710e-03	1.186950e-05	2	true
3.06364       	smoothSolver	1.091180e-03	9.967900e-08	409	true	smoothSolver	6.505230e-04	9.935900e-08	198	true	GAMG	3.427320e-03	9.479170e-06	2	true
3.06818       	smoothSolver	1.128920e-03	9.996770e-08	406	true	smoothSolver	6.502560e-04	9.952010e-08	197	true	GAMG	3.435870e-03	9.976570e-06	2	true
3.07273       	smoothSolver	1.179680e-03	9.919120e-08	404	true	smoothSolver	6.617450e-04	9.994740e-08	196	true	GAMG	3.532780e-03	9.473620e-06	2	true
3.07727       	smoothSolver	1.157030e-03	9.945470e-08	401	true	smoothSolver	6.542190e-04	9.836130e-08	195	true	GAMG	4.197800e-03	1.016190e-05	2	true
3.08182       	smoothSolver	1.144570e-03	9.812910e-08	399	true	smoothSolver	6.530740e-04	9.698730e-08	194	true	GAMG	3.304330e-03	9.504710e-06	2	true
3.08636       	smoothSolver	1.136790e-03	9.904490e-08	396	true	smoothSolver	6.477970e-04	9.906040e-08	192	true	GAMG	3.336620e-03	1.007250e-05	2	true
3.09091       	smoothSolver	1.142280e-03	9.848560e-08	394	true	smoothSolver	6.543340e-04	9.832760e-08	191	true	GAMG	3.352690e-03	9.891240e-06	2	true
3.09545       	smoothSolver	1.137200e-03	9.996330e-08	391	true	smoothSolver	6.527600e-04	9.770520e-08	190	true	GAMG	3.475530e-03	1.023900e-05	2	true
3.1           	smoothSolver	1.129490e-03	9.978320e-08	389	true	smoothSolver	6.468910e-04	9.727190e-08	189	true	GAMG	3.247090e-03	9.551270e-06	2	true
3.10417       	smoothSolver	1.098090e-03	9.913850e-08	356	true	smoothSolver	6.067700e-04	9.738920e-08	172	true	GAMG	3.195840e-03	9.308300e-06	2	true
3.10833       	smoothSolver	1.079370e-03	9.802980e-08	355	true	smoothSolver	5.986730e-04	9.755130e-08	171	true	GAMG	3.374490e-03	1.009540e-05	2	true
3.1125        	smoothSolver	1.082950e-03	9.922100e-08	353	true	smoothSolver	6.054860e-04	9.799510e-08	170	true	GAMG	3.524060e-03	9.734240e-06	2	true
3.11667       	smoothSolver	1.079200e-03	9.824890e-08	352	true	smoothSolver	6.012710e-04	9.846320e-08	169	true	GAMG	3.159080e-03	1.000320e-05	2	true
3.12083       	smoothSolver	1.067090e-03	9.949810e-08	350	true	smoothSolver	5.913510e-04	9.913000e-08	168	true	GAMG	3.072620e-03	8.669170e-06	2	true
3.125         	smoothSolver	1.065100e-03	9.877290e-08	349	true	smoothSolver	5.906320e-04	9.992060e-08	167	true	GAMG	3.303930e-03	1.069750e-05	2	true
3.12917       	smoothSolver	1.095510e-03	9.936970e-08	348	true	smoothSolver	5.950150e-04	9.976760e-08	167	true	GAMG	3.304550e-03	9.589650e-06	2	true
3.13333       	smoothSolver	1.096980e-03	9.875800e-08	347	true	smoothSolver	5.967680e-04	9.707300e-08	167	true	GAMG	3.003550e-03	9.992550e-06	2	true
3.1375        	smoothSolver	1.088150e-03	9.991690e-08	345	true	smoothSolver	5.918470e-04	9.766120e-08	166	true	GAMG	2.938030e-03	8.511040e-06	2	true
3.14167       	smoothSolver	1.076460e-03	9.915750e-08	344	true	smoothSolver	5.838720e-04	9.844760e-08	165	true	GAMG	2.804930e-03	9.721000e-06	2	true
3.14583       	smoothSolver	1.066920e-03	9.856090e-08	343	true	smoothSolver	5.808290e-04	9.944030e-08	164	true	GAMG	2.896790e-03	9.105320e-06	2	true
3.15          	smoothSolver	1.084310e-03	9.841030e-08	342	true	smoothSolver	5.914560e-04	9.749200e-08	164	true	GAMG	2.739400e-03	9.975780e-06	2	true
3.15417       	smoothSolver	1.106950e-03	9.928550e-08	341	true	smoothSolver	5.901660e-04	9.767990e-08	164	true	GAMG	2.721240e-03	8.081860e-06	2	true
3.15833       	smoothSolver	1.091710e-03	9.886500e-08	340	true	smoothSolver	5.848920e-04	9.854770e-08	163	true	GAMG	2.556530e-03	9.935810e-06	2	true
3.1625        	smoothSolver	1.025140e-03	9.937240e-08	338	true	smoothSolver	5.671700e-04	9.802200e-08	161	true	GAMG	2.343280e-03	7.195160e-06	2	true
3.16667       	smoothSolver	1.071150e-03	9.859810e-08	338	true	smoothSolver	5.797600e-04	9.692530e-08	162	true	GAMG	2.324060e-03	9.276960e-06	2	true
3.17083       	smoothSolver	1.055000e-03	9.841740e-08	337	true	smoothSolver	5.727860e-04	9.916150e-08	160	true	GAMG	2.507340e-03	7.070740e-06	2	true
3.175         	smoothSolver	1.067460e-03	9.935400e-08	336	true	smoothSolver	5.709580e-04	9.724700e-08	161	true	GAMG	2.456100e-03	9.358060e-06	2	true
3.17917       	smoothSolver	1.042110e-03	9.824490e-08	335	true	smoothSolver	5.686000e-04	9.683320e-08	159	true	GAMG	2.489150e-03	7.260490e-06	2	true
3.18333       	smoothSolver	1.064610e-03	9.953490e-08	334	true	smoothSolver	5.697230e-04	9.931540e-08	159	true	GAMG	2.685960e-03	9.387280e-06	2	true
3.1875        	smoothSolver	1.052690e-03	9.909860e-08	333	true	smoothSolver	5.583860e-04	9.656730e-08	158	true	GAMG	2.861040e-03	7.802080e-06	2	true
3.19167       	smoothSolver	1.087150e-03	9.878320e-08	333	true	smoothSolver	5.704650e-04	9.666380e-08	159	true	GAMG	2.772230e-03	9.464430e-06	2	true
3.19583       	smoothSolver	1.040490e-03	9.905650e-08	331	true	smoothSolver	5.541730e-04	9.718500e-08	156	true	GAMG	2.605570e-03	8.548630e-06	2	true
3.2           	smoothSolver	1.118730e-03	9.816680e-08	332	true	smoothSolver	5.718620e-04	9.798560e-08	158	true	GAMG	2.787520e-03	8.992300e-06	2	true
3.20417       	smoothSolver	1.179840e-03	9.872080e-08	336	true	smoothSolver	5.873370e-04	9.649290e-08	165	true	GAMG	2.729460e-03	7.823100e-06	2	true
3.20833       	smoothSolver	1.138370e-03	9.981850e-08	330	true	smoothSolver	5.717810e-04	9.830290e-08	156	true	GAMG	2.845820e-03	8.731960e-06	2	true
3.2125        	smoothSolver	1.103750e-03	9.840160e-08	329	true	smoothSolver	5.599690e-04	9.882440e-08	154	true	GAMG	2.734600e-03	7.042450e-06	2	true
3.21667       	smoothSolver	1.148680e-03	9.927710e-08	328	true	smoothSolver	5.663240e-04	9.775460e-08	155	true	GAMG	2.692140e-03	8.340340e-06	2	true
3.22083       	smoothSolver	1.164260e-03	9.891030e-08	327	true	smoothSolver	5.684070e-04	9.831330e-08	154	true	GAMG	2.730370e-03	6.416880e-06	2	true
3.225         	smoothSolver	1.160540e-03	9.866190e-08	326	true	smoothSolver	5.626700e-04	9.901910e-08	153	true	GAMG	2.698040e-03	7.890590e-06	2	true
3.22917       	smoothSolver	1.128920e-03	9.841190e-08	324	true	smoothSolver	5.495980e-04	9.758930e-08	150	true	GAMG	2.711190e-03	6.421790e-06	2	true
3.23333       	smoothSolver	1.086650e-03	9.856120e-08	323	true	smoothSolver	5.330920e-04	9.925960e-08	149	true	GAMG	2.568780e-03	8.363700e-06	2	true
3.2375        	smoothSolver	1.146860e-03	9.865520e-08	323	true	smoothSolver	5.469970e-04	9.884980e-08	151	true	GAMG	2.737530e-03	7.159600e-06	2	true
3.24167       	smoothSolver	1.165790e-03	9.879540e-08	322	true	smoothSolver	5.494370e-04	9.711810e-08	151	true	GAMG	2.472770e-03	7.759340e-06	2	true
3.24583       	smoothSolver	1.116010e-03	9.858770e-08	320	true	smoothSolver	5.322620e-04	9.871670e-08	147	true	GAMG	2.360870e-03	6.303890e-06	2	true
3.25          	smoothSolver	1.073810e-03	9.893370e-08	319	true	smoothSolver	5.169750e-04	9.715890e-08	147	true	GAMG	2.438520e-03	7.347750e-06	2	true
3.25417       	smoothSolver	1.066370e-03	9.894670e-08	318	true	smoothSolver	5.108160e-04	9.824830e-08	146	true	GAMG	2.534590e-03	6.953450e-06	2	true
3.25833       	smoothSolver	1.137130e-03	9.923220e-08	318	true	smoothSolver	5.268690e-04	9.841650e-08	148	true	GAMG	2.704760e-03	7.129730e-06	2	true
3.2625        	smoothSolver	1.102940e-03	9.888070e-08	316	true	smoothSolver	5.166940e-04	9.676700e-08	145	true	GAMG	2.365280e-03	6.172220e-06	2	true
3.26667       	smoothSolver	1.132430e-03	9.942460e-08	316	true	smoothSolver	5.203200e-04	9.805400e-08	147	true	GAMG	2.320900e-03	6.985630e-06	2	true
3.27083       	smoothSolver	1.093070e-03	9.902090e-08	314	true	smoothSolver	5.076400e-04	9.981990e-08	143	true	GAMG	2.316030e-03	6.750320e-06	2	true
3.275         	smoothSolver	1.054020e-03	9.924250e-08	313	true	smoothSolver	4.949820e-04	9.799560e-08	143	true	GAMG	2.392120e-03	7.492120e-06	2	true
3.27917       	smoothSolver	1.046150e-03	9.926270e-08	312	true	smoothSolver	4.897810e-04	9.920500e-08	142	true	GAMG	2.285000e-03	8.883670e-06	2	true
3.28333       	smoothSolver	1.110400e-03	9.997360e-08	312	true	smoothSolver	5.041280e-04	9.699420e-08	145	true	GAMG	2.261700e-03	7.653830e-06	2	true
3.2875        	smoothSolver	1.080310e-03	9.944320e-08	310	true	smoothSolver	4.928480e-04	9.812870e-08	141	true	GAMG	2.216500e-03	6.813710e-06	2	true
3.29167       	smoothSolver	1.042140e-03	9.967740e-08	309	true	smoothSolver	4.790310e-04	9.988510e-08	140	true	GAMG	2.258900e-03	6.615280e-06	2	true
3.29583       	smoothSolver	1.038370e-03	9.980500e-08	308	true	smoothSolver	4.732290e-04	9.763530e-08	140	true	GAMG	2.216070e-03	7.297850e-06	2	true
3.3           	smoothSolver	1.103920e-03	9.885870e-08	309	true	smoothSolver	4.875330e-04	9.999850e-08	142	true	GAMG	2.296020e-03	6.227810e-06	2	true
3.30417       	smoothSolver	1.072940e-03	9.818180e-08	307	true	smoothSolver	4.766860e-04	9.676870e-08	139	true	GAMG	2.138240e-03	6.760540e-06	2	true
3.30833       	smoothSolver	1.031940e-03	9.857310e-08	306	true	smoothSolver	4.621660e-04	9.862580e-08	138	true	GAMG	2.070130e-03	5.934520e-06	2	true
3.3125        	smoothSolver	1.023780e-03	9.885440e-08	305	true	smoothSolver	4.561340e-04	9.653410e-08	138	true	GAMG	2.181870e-03	6.489180e-06	2	true
3.31667       	smoothSolver	1.022720e-03	9.904260e-08	304	true	smoothSolver	4.508300e-04	9.780100e-08	137	true	GAMG	2.260530e-03	7.555070e-06	2	true
3.32083       	smoothSolver	1.021390e-03	9.915970e-08	303	true	smoothSolver	4.473460e-04	9.906080e-08	136	true	GAMG	2.021800e-03	6.874150e-06	2	true
3.325         	smoothSolver	1.081960e-03	9.865000e-08	304	true	smoothSolver	4.620860e-04	9.966370e-08	139	true	GAMG	2.180520e-03	7.270000e-06	2	true
3.32917       	smoothSolver	1.051680e-03	9.938120e-08	301	true	smoothSolver	4.517240e-04	9.859450e-08	135	true	GAMG	2.004340e-03	6.616060e-06	2	true
3.33333       	smoothSolver	1.017310e-03	9.965220e-08	300	true	smoothSolver	4.400840e-04	9.730430e-08	135	true	GAMG	2.140860e-03	6.494000e-06	2	true
3.3375        	smoothSolver	1.008030e-03	9.976210e-08	299	true	smoothSolver	4.359320e-04	9.903340e-08	134	true	GAMG	1.951370e-03	6.365040e-06	2	true
3.34167       	smoothSolver	1.006040e-03	9.968490e-08	298	true	smoothSolver	4.328590e-04	9.700020e-08	134	true	GAMG	1.742400e-03	6.305690e-06	2	true
3.34583       	smoothSolver	9.984430e-04	9.974150e-08	297	true	smoothSolver	4.291770e-04	9.851520e-08	133	true	GAMG	1.723670e-03	5.942040e-06	2	true
3.35          	smoothSolver	9.929660e-04	9.974270e-08	296	true	smoothSolver	4.260880e-04	9.651910e-08	133	true	GAMG	1.645020e-03	6.551090e-06	2	true
3.35455       	smoothSolver	1.114430e-03	9.827600e-08	325	true	smoothSolver	4.733240e-04	9.670410e-08	150	true	GAMG	1.606380e-03	6.764250e-06	2	true
3.35909       	smoothSolver	1.083560e-03	9.842200e-08	322	true	smoothSolver	4.610890e-04	9.729010e-08	145	true	GAMG	1.602080e-03	7.107680e-06	2	true
3.36364       	smoothSolver	1.045880e-03	9.851710e-08	321	true	smoothSolver	4.470540e-04	9.949940e-08	144	true	GAMG	1.747720e-03	8.533320e-06	2	true
3.36818       	smoothSolver	1.038530e-03	9.842670e-08	320	true	smoothSolver	4.424980e-04	9.787310e-08	144	true	GAMG	2.001710e-03	7.555120e-06	2	true
3.37273       	smoothSolver	1.036920e-03	9.833120e-08	319	true	smoothSolver	4.393680e-04	9.935970e-08	143	true	GAMG	2.009370e-03	7.256490e-06	2	true
3.37727       	smoothSolver	1.033940e-03	9.821330e-08	318	true	smoothSolver	4.352830e-04	9.746950e-08	143	true	GAMG	1.981970e-03	7.177470e-06	2	true
3.38182       	smoothSolver	1.026850e-03	9.819310e-08	317	true	smoothSolver	4.314200e-04	9.890110e-08	142	true	GAMG	2.017970e-03	6.596170e-06	2	true
3.38636       	smoothSolver	1.022540e-03	9.989110e-08	315	true	smoothSolver	4.284530e-04	9.703510e-08	142	true	GAMG	2.061660e-03	8.182990e-06	2	true
3.39091       	smoothSolver	1.019540e-03	9.985060e-08	314	true	smoothSolver	4.258710e-04	9.856270e-08	141	true	GAMG	2.173540e-03	6.884390e-06	2	true
3.39545       	smoothSolver	1.016680e-03	9.957120e-08	313	true	smoothSolver	4.218840e-04	9.686840e-08	141	true	GAMG	2.575700e-03	7.983860e-06	2	true
3.4           	smoothSolver	1.016120e-03	9.922720e-08	312	true	smoothSolver	4.194940e-04	9.851190e-08	140	true	GAMG	1.961970e-03	7.477170e-06	2	true
3.40455       	smoothSolver	1.010980e-03	9.888460e-08	311	true	smoothSolver	4.163000e-04	9.694410e-08	140	true	GAMG	2.022990e-03	7.244440e-06	2	true
3.40909       	smoothSolver	1.006230e-03	9.852710e-08	310	true	smoothSolver	4.124690e-04	9.871810e-08	139	true	GAMG	1.953120e-03	6.346550e-06	2	true
3.41364       	smoothSolver	1.006600e-03	9.816720e-08	309	true	smoothSolver	4.087560e-04	9.728440e-08	139	true	GAMG	1.977880e-03	7.553000e-06	2	true
3.41818       	smoothSolver	9.997780e-04	9.972040e-08	307	true	smoothSolver	4.057000e-04	9.919480e-08	138	true	GAMG	1.897280e-03	6.413540e-06	2	true
3.42273       	smoothSolver	9.951880e-04	9.949860e-08	306	true	smoothSolver	4.032980e-04	9.787110e-08	138	true	GAMG	1.939360e-03	6.672970e-06	2	true
3.42727       	smoothSolver	9.901540e-04	9.934580e-08	305	true	smoothSolver	4.005690e-04	9.991920e-08	137	true	GAMG	1.845980e-03	6.494040e-06	2	true
3.43182       	smoothSolver	9.910580e-04	9.902470e-08	304	true	smoothSolver	3.979250e-04	9.868070e-08	137	true	GAMG	1.817900e-03	6.469710e-06	2	true
3.43636       	smoothSolver	9.864210e-04	9.869410e-08	303	true	smoothSolver	3.957770e-04	9.754280e-08	137	true	GAMG	2.015530e-03	7.507010e-06	2	true
3.44091       	smoothSolver	9.860910e-04	9.821420e-08	302	true	smoothSolver	3.937950e-04	9.975810e-08	136	true	GAMG	1.844540e-03	6.022050e-06	2	true
3.44545       	smoothSolver	9.832170e-04	9.964920e-08	300	true	smoothSolver	3.902420e-04	9.876680e-08	136	true	GAMG	2.015640e-03	7.485630e-06	2	true
3.45          	smoothSolver	9.844740e-04	9.917980e-08	299	true	smoothSolver	3.895520e-04	9.783000e-08	136	true	GAMG	2.498920e-03	7.763740e-06	2	true
3.45455       	smoothSolver	9.782160e-04	9.879530e-08	298	true	smoothSolver	3.913800e-04	9.692820e-08	136	true	GAMG	2.094050e-03	7.096180e-06	2	true
3.45909       	smoothSolver	9.757060e-04	9.828870e-08	297	true	smoothSolver	3.931980e-04	9.929800e-08	135	true	GAMG	2.276830e-03	7.392220e-06	2	true
3.46364       	smoothSolver	9.723660e-04	9.964220e-08	295	true	smoothSolver	3.924870e-04	9.844540e-08	135	true	GAMG	1.752720e-03	6.001870e-06	2	true
3.46818       	smoothSolver	9.661420e-04	9.918400e-08	294	true	smoothSolver	3.887330e-04	9.759170e-08	135	true	GAMG	1.740650e-03	5.782750e-06	2	true
3.47273       	smoothSolver	9.645530e-04	9.880070e-08	293	true	smoothSolver	3.840130e-04	9.678660e-08	135	true	GAMG	1.663340e-03	5.900010e-06	2	true
3.47727       	smoothSolver	9.686570e-04	9.883590e-08	292	true	smoothSolver	3.816510e-04	9.748170e-08	137	true	GAMG	1.707050e-03	6.063500e-06	2	true
3.48182       	smoothSolver	9.719570e-04	9.960780e-08	290	true	smoothSolver	3.799700e-04	9.937900e-08	135	true	GAMG	1.711210e-03	5.742060e-06	2	true
3.48636       	smoothSolver	9.612240e-04	9.943970e-08	289	true	smoothSolver	3.755850e-04	9.795540e-08	135	true	GAMG	1.828700e-03	5.955480e-06	2	true
3.49091       	smoothSolver	9.589630e-04	9.935490e-08	288	true	smoothSolver	3.729040e-04	9.680950e-08	135	true	GAMG	1.550790e-03	5.063530e-06	2	true
3.49545       	smoothSolver	9.537990e-04	9.909420e-08	287	true	smoothSolver	3.694930e-04	9.892720e-08	134	true	GAMG	1.707740e-03	7.933160e-06	2	true
3.5           	smoothSolver	9.526570e-04	9.868150e-08	286	true	smoothSolver	3.671260e-04	9.789700e-08	134	true	GAMG	2.015100e-03	6.082320e-06	2	true
3.50455       	smoothSolver	9.521910e-04	9.993160e-08	284	true	smoothSolver	3.660840e-04	9.688820e-08	134	true	GAMG	1.604240e-03	6.056030e-06	2	true
3.50909       	smoothSolver	9.445600e-04	9.933160e-08	283	true	smoothSolver	3.619050e-04	9.918040e-08	133	true	GAMG	1.406870e-03	5.322110e-06	2	true
3.51364       	smoothSolver	9.418760e-04	9.886950e-08	282	true	smoothSolver	3.588950e-04	9.835020e-08	133	true	GAMG	1.667750e-03	6.122400e-06	2	true
3.51818       	smoothSolver	9.460180e-04	9.926220e-08	282	true	smoothSolver	3.589430e-04	9.782800e-08	136	true	GAMG	1.718920e-03	5.932550e-06	2	true
3.52273       	smoothSolver	9.525990e-04	9.890470e-08	280	true	smoothSolver	3.588060e-04	9.923080e-08	134	true	GAMG	1.541400e-03	5.790690e-06	2	true
3.52727       	smoothSolver	9.416550e-04	9.819920e-08	279	true	smoothSolver	3.549880e-04	9.768190e-08	134	true	GAMG	1.776580e-03	6.827340e-06	2	true
3.53182       	smoothSolver	9.375320e-04	9.956290e-08	277	true	smoothSolver	3.510660e-04	9.972590e-08	133	true	GAMG	1.429370e-03	5.494450e-06	2	true
3.53636       	smoothSolver	9.331550e-04	9.883360e-08	276	true	smoothSolver	3.469420e-04	9.851730e-08	133	true	GAMG	1.462600e-03	5.151690e-06	2	true
3.54091       	smoothSolver	9.297500e-04	9.811100e-08	275	true	smoothSolver	3.431310e-04	9.746710e-08	133	true	GAMG	1.603230e-03	5.640140e-06	2	true
3.54545       	smoothSolver	9.332980e-04	9.840040e-08	276	true	smoothSolver	3.436300e-04	9.764450e-08	136	true	GAMG	2.162470e-03	5.808380e-06	2	true
3.55          	smoothSolver	9.401400e-04	9.896250e-08	273	true	smoothSolver	3.436420e-04	9.834920e-08	134	true	GAMG	1.711070e-03	6.106880e-06	2	true
3.555         	smoothSolver	9.808860e-04	9.966680e-08	301	true	smoothSolver	3.647750e-04	9.876050e-08	148	true	GAMG	1.630290e-03	6.154680e-06	2	true
3.56          	smoothSolver	9.731580e-04	9.970460e-08	300	true	smoothSolver	3.593090e-04	9.716790e-08	148	true	GAMG	1.633390e-03	7.068340e-06	2	true
3.565         	smoothSolver	9.789120e-04	9.958200e-08	302	true	smoothSolver	3.581430e-04	9.759710e-08	151	true	GAMG	1.564950e-03	5.717740e-06	2	true
3.57          	smoothSolver	9.803610e-04	9.883380e-08	300	true	smoothSolver	3.560520e-04	9.741150e-08	149	true	GAMG	1.633030e-03	6.434060e-06	2	true
3.575         	smoothSolver	9.695400e-04	9.870680e-08	299	true	smoothSolver	3.507610e-04	9.826210e-08	148	true	GAMG	1.853770e-03	5.802370e-06	2	true
3.58          	smoothSolver	9.627640e-04	9.861870e-08	298	true	smoothSolver	3.490540e-04	9.963840e-08	147	true	GAMG	2.192860e-03	1.108040e-05	2	true
3.585         	smoothSolver	9.627290e-04	9.840690e-08	297	true	smoothSolver	3.487610e-04	9.807690e-08	147	true	GAMG	2.063810e-03	6.464840e-06	2	true
3.59          	smoothSolver	9.652060e-04	9.869250e-08	299	true	smoothSolver	3.517960e-04	9.908750e-08	150	true	GAMG	1.832490e-03	9.728770e-06	2	true
3.595         	smoothSolver	9.696850e-04	9.862870e-08	296	true	smoothSolver	3.544060e-04	9.857850e-08	148	true	GAMG	1.484230e-03	5.553960e-06	2	true
3.6           	smoothSolver	9.551130e-04	9.949280e-08	294	true	smoothSolver	3.520540e-04	9.928210e-08	147	true	GAMG	1.469540e-03	5.695280e-06	2	true
3.605         	smoothSolver	9.553280e-04	9.886160e-08	297	true	smoothSolver	3.539910e-04	9.785960e-08	151	true	GAMG	1.538010e-03	5.874630e-06	2	true
3.61          	smoothSolver	9.548340e-04	9.989030e-08	293	true	smoothSolver	3.543460e-04	9.964960e-08	148	true	GAMG	1.926860e-03	6.462120e-06	2	true
3.615         	smoothSolver	9.466270e-04	9.824020e-08	292	true	smoothSolver	3.524230e-04	9.970420e-08	147	true	GAMG	1.854530e-03	6.339440e-06	2	true
3.62          	smoothSolver	9.406180e-04	9.868460e-08	290	true	smoothSolver	3.508400e-04	9.775260e-08	147	true	GAMG	1.898590e-03	7.532510e-06	2	true
3.625         	smoothSolver	9.462090e-04	9.889730e-08	293	true	smoothSolver	3.517220e-04	9.967920e-08	150	true	GAMG	1.552170e-03	5.991830e-06	2	true
3.63          	smoothSolver	9.371050e-04	9.973090e-08	289	true	smoothSolver	3.496140e-04	9.796980e-08	148	true	GAMG	1.808750e-03	6.533800e-06	2	true
3.635         	smoothSolver	9.309980e-04	9.907390e-08	288	true	smoothSolver	3.485020e-04	9.803950e-08	147	true	GAMG	2.403990e-03	7.255310e-06	2	true
3.64          	smoothSolver	9.313790e-04	9.946750e-08	292	true	smoothSolver	3.524160e-04	9.762400e-08	151	true	GAMG	1.944180e-03	6.030970e-06	2	true
3.645         	smoothSolver	9.297130e-04	9.835020e-08	289	true	smoothSolver	3.554170e-04	9.818620e-08	148	true	GAMG	1.865730e-03	6.116400e-06	2	true
3.65          	smoothSolver	9.229280e-04	9.899950e-08	287	true	smoothSolver	3.542290e-04	9.757920e-08	147	true	GAMG	1.482600e-03	6.399450e-06	2	true
3.655         	smoothSolver	9.109880e-04	9.879730e-08	286	true	smoothSolver	3.484400e-04	9.821670e-08	146	true	GAMG	1.583760e-03	5.965450e-06	2	true
3.66          	smoothSolver	9.129170e-04	9.814780e-08	290	true	smoothSolver	3.470430e-04	9.886430e-08	149	true	GAMG	1.586440e-03	5.331870e-06	2	true
3.665         	smoothSolver	9.164480e-04	9.911290e-08	286	true	smoothSolver	3.512050e-04	9.992360e-08	146	true	GAMG	2.538930e-03	7.666790e-06	2	true
3.67          	smoothSolver	9.107070e-04	9.979220e-08	284	true	smoothSolver	3.533950e-04	9.968360e-08	145	true	GAMG	1.502630e-03	6.440900e-06	2	true
3.675         	smoothSolver	9.136720e-04	9.973870e-08	288	true	smoothSolver	3.557840e-04	9.857460e-08	149	true	GAMG	1.442260e-03	5.715560e-06	2	true
3.68          	smoothSolver	9.149770e-04	9.962570e-08	284	true	smoothSolver	3.569600e-04	9.897660e-08	146	true	GAMG	1.458790e-03	5.553180e-06	2	true
3.685         	smoothSolver	9.041970e-04	9.984310e-08	282	true	smoothSolver	3.551460e-04	9.842250e-08	145	true	GAMG	1.575180e-03	5.740050e-06	2	true
3.69          	smoothSolver	9.053530e-04	9.887970e-08	287	true	smoothSolver	3.540010e-04	9.805180e-08	149	true	GAMG	1.872320e-03	6.018810e-06	2	true
3.695         	smoothSolver	9.074780e-04	9.962660e-08	282	true	smoothSolver	3.554830e-04	9.755900e-08	146	true	GAMG	2.373920e-03	7.288540e-06	2	true
3.7           	smoothSolver	8.979480e-04	9.897880e-08	280	true	smoothSolver	3.564410e-04	9.937830e-08	144	true	GAMG	1.490150e-03	5.306930e-06	2	true
3.70556       	smoothSolver	9.490560e-04	9.902420e-08	318	true	smoothSolver	3.869160e-04	9.809380e-08	166	true	GAMG	1.742040e-03	6.261260e-06	2	true
3.71111       	smoothSolver	9.511070e-04	9.888750e-08	320	true	smoothSolver	3.881580e-04	9.958970e-08	167	true	GAMG	1.718440e-03	5.795220e-06	2	true
3.71667       	smoothSolver	9.420280e-04	9.997330e-08	314	true	smoothSolver	3.823800e-04	9.918190e-08	163	true	GAMG	1.575820e-03	5.815540e-06	2	true
3.72222       	smoothSolver	9.299190e-04	9.879080e-08	312	true	smoothSolver	3.824150e-04	9.923200e-08	161	true	GAMG	1.719080e-03	6.531930e-06	2	true
3.72778       	smoothSolver	9.221700e-04	9.899040e-08	310	true	smoothSolver	3.829390e-04	9.871170e-08	160	true	GAMG	1.715930e-03	5.862490e-06	2	true
