# Solver information
# Time        	k_solver      	k_initial     	k_final       	k_iters       	k_converged   	omega_solver  	omega_initial 	omega_final   	omega_iters   	omega_converged	p_rgh_solver  	p_rgh_initial 	p_rgh_final   	p_rgh_iters   	p_rgh_converged
5.485         	smoothSolver	8.626060e-04	9.897450e-08	368	true	smoothSolver	4.091850e-04	9.869870e-08	155	true	GAMG	3.739700e-03	1.291940e-05	2	true
5.49          	smoothSolver	8.592290e-04	9.864510e-08	368	true	smoothSolver	4.051780e-04	9.972060e-08	154	true	GAMG	3.794380e-03	1.277780e-05	2	true
5.495         	smoothSolver	8.552420e-04	9.967280e-08	367	true	smoothSolver	4.089930e-04	9.815740e-08	154	true	GAMG	4.128790e-03	1.432930e-05	2	true
5.5           	smoothSolver	8.522750e-04	9.924970e-08	367	true	smoothSolver	4.046100e-04	9.921970e-08	153	true	GAMG	4.101780e-03	1.593540e-05	2	true
5.505         	smoothSolver	8.494330e-04	9.877510e-08	367	true	smoothSolver	3.999600e-04	9.778440e-08	153	true	GAMG	4.180580e-03	1.401230e-05	2	true
5.51          	smoothSolver	8.610620e-04	9.918450e-08	365	true	smoothSolver	4.025200e-04	9.986970e-08	158	true	GAMG	4.189740e-03	1.606070e-05	2	true
5.515         	smoothSolver	8.593720e-04	9.967950e-08	364	true	smoothSolver	4.028860e-04	9.968810e-08	155	true	GAMG	4.171290e-03	1.322800e-05	2	true
5.52          	smoothSolver	8.460410e-04	9.905210e-08	364	true	smoothSolver	4.014660e-04	9.956730e-08	154	true	GAMG	4.185100e-03	1.606210e-05	2	true
5.525         	smoothSolver	8.395420e-04	9.990700e-08	363	true	smoothSolver	4.007030e-04	9.968050e-08	153	true	GAMG	4.203950e-03	1.250720e-05	2	true
5.53          	smoothSolver	8.345520e-04	9.935340e-08	363	true	smoothSolver	4.012070e-04	9.995230e-08	152	true	GAMG	4.222710e-03	1.615850e-05	2	true
5.535         	smoothSolver	8.292040e-04	9.886120e-08	363	true	smoothSolver	4.015940e-04	9.776250e-08	152	true	GAMG	4.182350e-03	1.236990e-05	2	true
5.54          	smoothSolver	8.261080e-04	9.973470e-08	362	true	smoothSolver	4.016350e-04	9.826380e-08	151	true	GAMG	4.242400e-03	1.681370e-05	2	true
5.545         	smoothSolver	8.253120e-04	9.904150e-08	362	true	smoothSolver	4.020410e-04	9.882250e-08	150	true	GAMG	4.486520e-03	1.176250e-05	2	true
5.55          	smoothSolver	8.212020e-04	9.971990e-08	361	true	smoothSolver	4.021430e-04	9.946480e-08	149	true	GAMG	4.978600e-03	1.914990e-05	2	true
5.555         	smoothSolver	8.199010e-04	9.871290e-08	361	true	smoothSolver	4.095330e-04	9.740410e-08	149	true	GAMG	5.003070e-03	3.737750e-05	1	true
5.56          	smoothSolver	8.350410e-04	9.879650e-08	360	true	smoothSolver	4.133150e-04	9.780700e-08	156	true	GAMG	4.121550e-03	1.444810e-05	2	true
5.565         	smoothSolver	8.331090e-04	9.884770e-08	358	true	smoothSolver	4.120260e-04	9.844950e-08	152	true	GAMG	3.704300e-03	9.160200e-06	2	true
5.57          	smoothSolver	8.220570e-04	9.981910e-08	356	true	smoothSolver	4.097590e-04	9.999230e-08	150	true	GAMG	3.567410e-03	1.277570e-05	2	true
5.575         	smoothSolver	8.113560e-04	9.974990e-08	355	true	smoothSolver	4.085430e-04	9.928980e-08	149	true	GAMG	3.521860e-03	1.026960e-05	2	true
5.58          	smoothSolver	8.081630e-04	9.985380e-08	354	true	smoothSolver	4.073650e-04	9.884470e-08	148	true	GAMG	3.603780e-03	1.215340e-05	2	true
5.585         	smoothSolver	8.064170e-04	9.995700e-08	353	true	smoothSolver	4.046450e-04	9.854230e-08	147	true	GAMG	3.684140e-03	1.052140e-05	2	true
5.59          	smoothSolver	7.985880e-04	9.896990e-08	353	true	smoothSolver	3.996670e-04	9.858120e-08	146	true	GAMG	3.789200e-03	1.199710e-05	2	true
5.595         	smoothSolver	7.955610e-04	9.953780e-08	352	true	smoothSolver	3.979740e-04	9.887760e-08	145	true	GAMG	3.905350e-03	1.239640e-05	2	true
5.6           	smoothSolver	7.926070e-04	9.889290e-08	352	true	smoothSolver	3.981240e-04	9.940960e-08	144	true	GAMG	3.883870e-03	1.161800e-05	2	true
5.605         	smoothSolver	8.004130e-04	9.915220e-08	353	true	smoothSolver	4.015620e-04	9.757810e-08	153	true	GAMG	4.237920e-03	1.255270e-05	2	true
5.61          	smoothSolver	7.959920e-04	9.968470e-08	351	true	smoothSolver	4.019000e-04	9.734390e-08	149	true	GAMG	4.288910e-03	1.207060e-05	2	true
5.615         	smoothSolver	7.854170e-04	9.898400e-08	351	true	smoothSolver	3.970470e-04	9.910300e-08	147	true	GAMG	4.225100e-03	1.502950e-05	2	true
5.62          	smoothSolver	7.810340e-04	9.987760e-08	350	true	smoothSolver	3.957470e-04	9.860400e-08	146	true	GAMG	4.312000e-03	1.018150e-05	2	true
5.625         	smoothSolver	7.771740e-04	9.948160e-08	350	true	smoothSolver	3.953470e-04	9.830520e-08	145	true	GAMG	4.180520e-03	1.599390e-05	2	true
5.63          	smoothSolver	7.743010e-04	9.937750e-08	350	true	smoothSolver	3.955390e-04	9.835010e-08	144	true	GAMG	4.200790e-03	9.181850e-06	2	true
5.635         	smoothSolver	7.718120e-04	9.935140e-08	350	true	smoothSolver	3.957680e-04	9.865490e-08	143	true	GAMG	4.254010e-03	1.650710e-05	2	true
5.64          	smoothSolver	7.799590e-04	9.977790e-08	352	true	smoothSolver	3.987970e-04	9.795530e-08	152	true	GAMG	4.343110e-03	9.613530e-06	2	true
5.645         	smoothSolver	7.765030e-04	9.863410e-08	351	true	smoothSolver	4.096390e-04	9.722930e-08	148	true	GAMG	3.967010e-03	1.808370e-05	2	true
5.65          	smoothSolver	7.675470e-04	9.927010e-08	350	true	smoothSolver	4.130970e-04	9.852010e-08	146	true	GAMG	3.189220e-03	8.253940e-06	2	true
5.655         	smoothSolver	7.647000e-04	9.869800e-08	350	true	smoothSolver	4.092310e-04	9.761480e-08	145	true	GAMG	2.949640e-03	1.017800e-05	2	true
5.66          	smoothSolver	7.621420e-04	9.952140e-08	349	true	smoothSolver	4.063910e-04	9.976630e-08	143	true	GAMG	3.099200e-03	9.426420e-06	2	true
5.665         	smoothSolver	7.611000e-04	9.880250e-08	349	true	smoothSolver	4.039380e-04	9.934530e-08	142	true	GAMG	3.072850e-03	1.092700e-05	2	true
5.67          	smoothSolver	7.591700e-04	9.934080e-08	348	true	smoothSolver	4.015280e-04	9.927990e-08	141	true	GAMG	3.153760e-03	9.582270e-06	2	true
5.675         	smoothSolver	7.679990e-04	9.883030e-08	350	true	smoothSolver	3.998460e-04	9.937030e-08	149	true	GAMG	3.120400e-03	1.122690e-05	2	true
5.68          	smoothSolver	7.622700e-04	9.989740e-08	347	true	smoothSolver	3.949520e-04	9.779310e-08	145	true	GAMG	3.275570e-03	9.689600e-06	2	true
5.685         	smoothSolver	7.526940e-04	9.989220e-08	346	true	smoothSolver	3.920650e-04	9.945560e-08	143	true	GAMG	3.388470e-03	1.121420e-05	2	true
5.69          	smoothSolver	7.482450e-04	9.858210e-08	346	true	smoothSolver	3.901200e-04	9.865140e-08	142	true	GAMG	3.463540e-03	1.006280e-05	2	true
5.695         	smoothSolver	7.432350e-04	9.886260e-08	345	true	smoothSolver	3.869930e-04	9.803510e-08	141	true	GAMG	3.517770e-03	1.068680e-05	2	true
5.7           	smoothSolver	7.409600e-04	9.920410e-08	344	true	smoothSolver	3.842620e-04	9.771640e-08	140	true	GAMG	3.505450e-03	1.005420e-05	2	true
5.705         	smoothSolver	7.494380e-04	9.958010e-08	346	true	smoothSolver	3.845780e-04	9.925200e-08	148	true	GAMG	3.544860e-03	1.010740e-05	2	true
5.71          	smoothSolver	7.477840e-04	9.986030e-08	343	true	smoothSolver	3.830450e-04	9.926220e-08	143	true	GAMG	3.669770e-03	1.048470e-05	2	true
5.715         	smoothSolver	7.376960e-04	9.950100e-08	342	true	smoothSolver	3.838860e-04	9.782510e-08	142	true	GAMG	3.617320e-03	9.970400e-06	2	true
5.72          	smoothSolver	7.389160e-04	9.877160e-08	341	true	smoothSolver	3.851700e-04	9.945120e-08	140	true	GAMG	3.586780e-03	1.036230e-05	2	true
5.725         	smoothSolver	7.320640e-04	9.951690e-08	339	true	smoothSolver	3.821430e-04	9.842240e-08	139	true	GAMG	3.842370e-03	1.108160e-05	2	true
5.73          	smoothSolver	7.255460e-04	9.894540e-08	338	true	smoothSolver	3.813420e-04	9.790910e-08	138	true	GAMG	3.836400e-03	1.081040e-05	2	true
5.735         	smoothSolver	7.376640e-04	9.959420e-08	340	true	smoothSolver	3.862210e-04	9.797470e-08	147	true	GAMG	3.767330e-03	1.061580e-05	2	true
5.74          	smoothSolver	7.298060e-04	9.856440e-08	337	true	smoothSolver	3.887160e-04	9.994890e-08	141	true	GAMG	3.696830e-03	1.098230e-05	2	true
5.745         	smoothSolver	7.181900e-04	9.932770e-08	335	true	smoothSolver	3.890200e-04	9.821000e-08	140	true	GAMG	3.754530e-03	9.729230e-06	2	true
5.75          	smoothSolver	7.164160e-04	9.878420e-08	334	true	smoothSolver	3.909730e-04	9.968610e-08	138	true	GAMG	3.788290e-03	1.167820e-05	2	true
5.755         	smoothSolver	7.117860e-04	9.867330e-08	333	true	smoothSolver	3.975880e-04	9.856740e-08	137	true	GAMG	3.573270e-03	9.765590e-06	2	true
5.76          	smoothSolver	7.075000e-04	9.893790e-08	332	true	smoothSolver	4.012560e-04	9.787250e-08	136	true	GAMG	2.967760e-03	9.493790e-06	2	true
5.765         	smoothSolver	7.052720e-04	9.954160e-08	331	true	smoothSolver	4.028160e-04	9.754900e-08	135	true	GAMG	2.729650e-03	1.038750e-05	2	true
5.77          	smoothSolver	7.116060e-04	9.878690e-08	336	true	smoothSolver	4.079660e-04	9.749630e-08	145	true	GAMG	2.460180e-03	8.872170e-06	2	true
5.775         	smoothSolver	7.116560e-04	9.971090e-08	332	true	smoothSolver	4.097790e-04	9.881390e-08	139	true	GAMG	2.398620e-03	8.644100e-06	2	true
5.78          	smoothSolver	7.047040e-04	9.944320e-08	331	true	smoothSolver	4.083980e-04	9.976240e-08	137	true	GAMG	2.428760e-03	9.457010e-06	2	true
5.785         	smoothSolver	7.014820e-04	9.900850e-08	330	true	smoothSolver	4.075770e-04	9.810020e-08	136	true	GAMG	2.446840e-03	8.173770e-06	2	true
5.79          	smoothSolver	6.966920e-04	9.901640e-08	329	true	smoothSolver	4.066860e-04	9.969430e-08	134	true	GAMG	2.624610e-03	1.000100e-05	2	true
5.795         	smoothSolver	7.041190e-04	9.887250e-08	334	true	smoothSolver	4.075320e-04	9.975450e-08	144	true	GAMG	2.664570e-03	8.727650e-06	2	true
5.8           	smoothSolver	7.044150e-04	9.914970e-08	330	true	smoothSolver	4.037750e-04	9.736460e-08	139	true	GAMG	2.644330e-03	1.070390e-05	2	true
5.80556       	smoothSolver	7.283660e-04	9.995190e-08	365	true	smoothSolver	4.304720e-04	9.867470e-08	153	true	GAMG	3.040030e-03	9.851740e-06	2	true
5.81111       	smoothSolver	7.260620e-04	9.920510e-08	364	true	smoothSolver	4.232330e-04	9.830060e-08	151	true	GAMG	3.081090e-03	1.199160e-05	2	true
5.81667       	smoothSolver	7.221130e-04	9.918570e-08	363	true	smoothSolver	4.182310e-04	9.860070e-08	149	true	GAMG	3.132400e-03	1.032220e-05	2	true
5.82222       	smoothSolver	7.198930e-04	9.956000e-08	362	true	smoothSolver	4.120790e-04	9.956780e-08	147	true	GAMG	3.191100e-03	1.154080e-05	2	true
5.82778       	smoothSolver	7.260580e-04	9.936540e-08	367	true	smoothSolver	4.108860e-04	9.978490e-08	158	true	GAMG	3.230850e-03	1.062190e-05	2	true
5.83333       	smoothSolver	7.266460e-04	9.958700e-08	363	true	smoothSolver	4.093620e-04	9.839410e-08	152	true	GAMG	3.340590e-03	1.067890e-05	2	true
5.83889       	smoothSolver	7.173720e-04	9.934660e-08	362	true	smoothSolver	4.077740e-04	9.808780e-08	150	true	GAMG	3.290410e-03	1.106530e-05	2	true
5.84444       	smoothSolver	7.111620e-04	9.939380e-08	361	true	smoothSolver	4.054680e-04	9.886870e-08	148	true	GAMG	3.348240e-03	1.032540e-05	2	true
5.85          	smoothSolver	7.113630e-04	9.932720e-08	360	true	smoothSolver	4.056310e-04	9.979420e-08	146	true	GAMG	3.323370e-03	1.103990e-05	2	true
5.85556       	smoothSolver	7.056140e-04	9.956630e-08	359	true	smoothSolver	4.071100e-04	9.849030e-08	145	true	GAMG	3.433280e-03	1.027810e-05	2	true
5.86111       	smoothSolver	7.140300e-04	9.986830e-08	365	true	smoothSolver	4.109840e-04	9.888030e-08	159	true	GAMG	3.688100e-03	1.226520e-05	2	true
5.86667       	smoothSolver	7.159980e-04	9.954700e-08	360	true	smoothSolver	4.114350e-04	9.830210e-08	152	true	GAMG	3.369160e-03	9.560390e-06	2	true
5.87222       	smoothSolver	7.045010e-04	9.918910e-08	358	true	smoothSolver	4.091070e-04	9.921540e-08	149	true	GAMG	3.250410e-03	1.178570e-05	2	true
5.87778       	smoothSolver	6.970760e-04	9.966710e-08	356	true	smoothSolver	4.098020e-04	9.871870e-08	147	true	GAMG	3.287910e-03	9.071720e-06	2	true
5.88333       	smoothSolver	6.945950e-04	9.897000e-08	355	true	smoothSolver	4.132800e-04	9.897100e-08	145	true	GAMG	3.360210e-03	1.233490e-05	2	true
5.88889       	smoothSolver	6.925250e-04	9.936390e-08	353	true	smoothSolver	4.154290e-04	9.954540e-08	143	true	GAMG	3.249800e-03	9.006080e-06	2	true
5.89444       	smoothSolver	6.870310e-04	9.862400e-08	352	true	smoothSolver	4.160010e-04	9.784450e-08	142	true	GAMG	3.340800e-03	1.296270e-05	2	true
5.9           	smoothSolver	6.966100e-04	9.944630e-08	359	true	smoothSolver	4.216750e-04	9.736150e-08	157	true	GAMG	3.113240e-03	9.101930e-06	2	true
5.90625       	smoothSolver	7.308130e-04	9.874830e-08	398	true	smoothSolver	4.649100e-04	9.884760e-08	169	true	GAMG	3.220580e-03	1.451260e-05	2	true
5.9125        	smoothSolver	7.202860e-04	9.971930e-08	395	true	smoothSolver	4.677680e-04	9.917160e-08	166	true	GAMG	2.891620e-03	1.041990e-05	2	true
5.91875       	smoothSolver	7.187030e-04	9.956240e-08	393	true	smoothSolver	4.657050e-04	9.847690e-08	164	true	GAMG	2.542870e-03	1.085700e-05	2	true
5.925         	smoothSolver	7.201870e-04	9.982420e-08	391	true	smoothSolver	4.632010e-04	9.889310e-08	162	true	GAMG	2.503600e-03	9.238100e-06	2	true
5.93125       	smoothSolver	7.150490e-04	9.929830e-08	390	true	smoothSolver	4.635410e-04	9.762420e-08	161	true	GAMG	2.615460e-03	1.076830e-05	2	true
5.9375        	smoothSolver	7.138130e-04	9.892880e-08	389	true	smoothSolver	4.607060e-04	9.926670e-08	159	true	GAMG	3.118120e-03	1.067890e-05	2	true
5.94375       	smoothSolver	7.277090e-04	9.994450e-08	396	true	smoothSolver	4.656770e-04	9.784100e-08	176	true	GAMG	3.166620e-03	1.162910e-05	2	true
5.95          	smoothSolver	7.239560e-04	9.948910e-08	391	true	smoothSolver	4.639210e-04	9.993140e-08	168	true	GAMG	2.649380e-03	9.176050e-06	2	true
5.95625       	smoothSolver	7.105180e-04	9.900970e-08	389	true	smoothSolver	4.565100e-04	9.927070e-08	166	true	GAMG	2.609980e-03	1.066340e-05	2	true
5.9625        	smoothSolver	7.113460e-04	9.989470e-08	386	true	smoothSolver	4.533580e-04	9.769080e-08	165	true	GAMG	2.598430e-03	8.817340e-06	2	true
5.96875       	smoothSolver	7.046840e-04	9.952120e-08	385	true	smoothSolver	4.545500e-04	9.840110e-08	163	true	GAMG	2.621050e-03	1.001080e-05	2	true
5.975         	smoothSolver	7.008220e-04	9.953070e-08	384	true	smoothSolver	4.595820e-04	9.971600e-08	161	true	GAMG	2.714270e-03	8.344810e-06	2	true
5.98125       	smoothSolver	6.959560e-04	9.936610e-08	383	true	smoothSolver	4.635320e-04	9.912360e-08	160	true	GAMG	2.903560e-03	1.012090e-05	2	true
5.9875        	smoothSolver	7.054110e-04	9.953800e-08	392	true	smoothSolver	4.715610e-04	9.891230e-08	176	true	GAMG	2.682110e-03	8.493700e-06	2	true
5.99375       	smoothSolver	7.013860e-04	9.928060e-08	387	true	smoothSolver	4.784120e-04	9.866590e-08	169	true	GAMG	2.644240e-03	9.149690e-06	2	true
6             	smoothSolver	6.898320e-04	9.907380e-08	385	true	smoothSolver	4.841980e-04	9.969480e-08	166	true	GAMG	2.648410e-03	7.579070e-06	2	true
6.00714       	smoothSolver	7.300090e-04	9.999360e-08	436	true	smoothSolver	5.412240e-04	9.990900e-08	189	true	GAMG	3.248360e-03	1.148320e-05	2	true
6.01429       	smoothSolver	7.232490e-04	9.966320e-08	435	true	smoothSolver	5.504930e-04	9.837060e-08	187	true	GAMG	2.977260e-03	9.180310e-06	2	true
6.02143       	smoothSolver	7.170120e-04	9.938900e-08	434	true	smoothSolver	5.572060e-04	9.965080e-08	184	true	GAMG	2.667650e-03	9.459730e-06	2	true
6.02857       	smoothSolver	7.148610e-04	9.916330e-08	433	true	smoothSolver	5.615470e-04	9.991990e-08	182	true	GAMG	2.445160e-03	8.486280e-06	2	true
6.03571       	smoothSolver	7.066690e-04	9.909380e-08	432	true	smoothSolver	5.671310e-04	9.844320e-08	181	true	GAMG	2.581720e-03	1.072010e-05	2	true
6.04286       	smoothSolver	7.131670e-04	9.962030e-08	441	true	smoothSolver	5.753490e-04	9.955160e-08	198	true	GAMG	2.678180e-03	9.260860e-06	2	true
6.05          	smoothSolver	7.107130e-04	9.908910e-08	436	true	smoothSolver	5.788620e-04	9.816490e-08	191	true	GAMG	2.569980e-03	1.025080e-05	2	true
6.05714       	smoothSolver	6.971380e-04	9.990190e-08	433	true	smoothSolver	5.773520e-04	9.890280e-08	188	true	GAMG	2.565720e-03	9.202780e-06	2	true
6.06429       	smoothSolver	6.960860e-04	9.893380e-08	432	true	smoothSolver	5.775910e-04	9.855750e-08	186	true	GAMG	2.840210e-03	1.497160e-05	2	true
6.07143       	smoothSolver	6.935360e-04	9.918590e-08	430	true	smoothSolver	5.788150e-04	9.905470e-08	184	true	GAMG	2.439620e-03	8.390870e-06	2	true
6.07857       	smoothSolver	6.875000e-04	9.955570e-08	428	true	smoothSolver	5.738470e-04	9.794090e-08	183	true	GAMG	2.561770e-03	9.824950e-06	2	true
6.08571       	smoothSolver	6.823140e-04	9.986410e-08	426	true	smoothSolver	5.688420e-04	9.912880e-08	181	true	GAMG	2.505960e-03	8.986510e-06	2	true
6.09286       	smoothSolver	6.834900e-04	9.912400e-08	425	true	smoothSolver	5.718420e-04	9.923740e-08	180	true	GAMG	2.293020e-03	1.010280e-05	2	true
6.1           	smoothSolver	6.768810e-04	9.883610e-08	424	true	smoothSolver	5.750240e-04	9.881260e-08	179	true	GAMG	2.393560e-03	8.675360e-06	2	true
6.10833       	smoothSolver	7.312330e-04	9.923660e-08	501	true	smoothSolver	6.400860e-04	9.988650e-08	230	true	GAMG	2.456760e-03	1.079190e-05	2	true
6.11667       	smoothSolver	7.347360e-04	9.982380e-08	494	true	smoothSolver	6.435740e-04	9.948840e-08	222	true	GAMG	2.311150e-03	8.339170e-06	2	true
6.125         	smoothSolver	7.270490e-04	9.894770e-08	492	true	smoothSolver	6.443110e-04	9.901630e-08	219	true	GAMG	2.086140e-03	9.008220e-06	2	true
6.13333       	smoothSolver	7.215170e-04	9.900730e-08	490	true	smoothSolver	6.459830e-04	9.990560e-08	216	true	GAMG	1.752420e-03	7.299540e-06	2	true
6.14167       	smoothSolver	7.166270e-04	9.971990e-08	488	true	smoothSolver	6.487460e-04	9.932670e-08	214	true	GAMG	1.780560e-03	6.858930e-06	2	true
6.15          	smoothSolver	7.048020e-04	9.998650e-08	487	true	smoothSolver	6.504370e-04	9.878440e-08	212	true	GAMG	1.950230e-03	7.620630e-06	2	true
6.16          	smoothSolver	7.447470e-04	9.963690e-08	576	true	smoothSolver	7.313540e-04	9.954220e-08	254	true	GAMG	2.580000e-03	1.137490e-05	2	true
6.17          	smoothSolver	7.399120e-04	9.939690e-08	575	true	smoothSolver	7.334920e-04	9.958420e-08	251	true	GAMG	2.757480e-03	9.601550e-06	2	true
6.18          	smoothSolver	7.538870e-04	9.976660e-08	586	true	smoothSolver	7.408460e-04	9.993640e-08	271	true	GAMG	3.006240e-03	1.044840e-05	2	true
6.19          	smoothSolver	7.465930e-04	9.960540e-08	580	true	smoothSolver	7.463390e-04	9.907270e-08	262	true	GAMG	2.820740e-03	8.648700e-06	2	true
6.2           	smoothSolver	7.386150e-04	9.984590e-08	577	true	smoothSolver	7.576700e-04	9.958060e-08	258	true	GAMG	3.047750e-03	9.595110e-06	2	true
6.21          	smoothSolver	7.234840e-04	9.933570e-08	575	true	smoothSolver	7.630140e-04	9.959140e-08	255	true	GAMG	2.968620e-03	9.137420e-06	2	true
6.22          	smoothSolver	7.139290e-04	9.944680e-08	572	true	smoothSolver	7.735900e-04	9.918780e-08	253	true	GAMG	2.717540e-03	9.855760e-06	2	true
6.23          	smoothSolver	7.039910e-04	9.981160e-08	569	true	smoothSolver	7.828700e-04	9.960790e-08	251	true	GAMG	2.864890e-03	1.106360e-05	2	true
6.24          	smoothSolver	6.930170e-04	9.937440e-08	567	true	smoothSolver	7.554630e-04	9.944380e-08	250	true	GAMG	3.213940e-03	9.999000e-06	2	true
6.25          	smoothSolver	6.895300e-04	9.921830e-08	565	true	smoothSolver	7.488880e-04	9.973240e-08	249	true	GAMG	3.093290e-03	1.086940e-05	2	true
6.26          	smoothSolver	6.916110e-04	9.946130e-08	578	true	smoothSolver	7.099230e-04	9.885850e-08	270	true	GAMG	2.576000e-03	1.007170e-05	2	true
6.27          	smoothSolver	6.862930e-04	9.971220e-08	572	true	smoothSolver	6.991430e-04	9.859210e-08	262	true	GAMG	2.646020e-03	9.931880e-06	2	true
6.28          	smoothSolver	6.686760e-04	9.935320e-08	570	true	smoothSolver	6.734170e-04	9.891540e-08	259	true	GAMG	2.650270e-03	1.007620e-05	2	true
6.29          	smoothSolver	6.584130e-04	9.916840e-08	568	true	smoothSolver	6.649510e-04	9.890650e-08	257	true	GAMG	2.960050e-03	1.189680e-05	2	true
6.3           	smoothSolver	6.504100e-04	9.953680e-08	566	true	smoothSolver	6.594440e-04	9.849670e-08	256	true	GAMG	2.619330e-03	8.893380e-06	2	true
6.31          	smoothSolver	6.455340e-04	9.909870e-08	565	true	smoothSolver	6.485730e-04	9.860630e-08	255	true	GAMG	2.735790e-03	1.297750e-05	2	true
6.32          	smoothSolver	6.374050e-04	9.929900e-08	563	true	smoothSolver	6.415210e-04	9.925120e-08	254	true	GAMG	2.974720e-03	1.068910e-05	2	true
6.33          	smoothSolver	6.295740e-04	9.959440e-08	561	true	smoothSolver	6.355020e-04	9.902630e-08	254	true	GAMG	3.361480e-03	1.620910e-05	2	true
6.34          	smoothSolver	6.408300e-04	9.971890e-08	576	true	smoothSolver	6.333610e-04	9.992560e-08	273	true	GAMG	3.289510e-03	1.026450e-05	2	true
6.35          	smoothSolver	6.272720e-04	9.987430e-08	570	true	smoothSolver	6.243980e-04	9.880090e-08	266	true	GAMG	3.612350e-03	1.602210e-05	2	true
6.3625        	smoothSolver	6.671150e-04	9.970800e-08	691	true	smoothSolver	6.982780e-04	9.943710e-08	329	true	GAMG	4.663380e-03	1.245920e-05	2	true
6.375         	smoothSolver	6.550180e-04	9.941060e-08	689	true	smoothSolver	7.634270e-04	9.924810e-08	326	true	GAMG	4.490650e-03	1.865350e-05	2	true
6.3875        	smoothSolver	6.429560e-04	9.965550e-08	687	true	smoothSolver	7.796030e-04	9.962510e-08	323	true	GAMG	4.857650e-03	1.303500e-05	2	true
6.4           	smoothSolver	6.429830e-04	9.931910e-08	687	true	smoothSolver	6.826580e-04	9.937050e-08	322	true	GAMG	5.363070e-03	2.258830e-05	2	true
6.4125        	smoothSolver	3.550410e-03	9.997430e-08	685	true	smoothSolver	9.367130e-04	9.978890e-08	321	true	GAMG	6.340200e-03	1.596230e-05	2	true
6.425         	smoothSolver	3.535920e-03	9.959300e-08	701	true	smoothSolver	9.414660e-04	9.909620e-08	342	true	GAMG	7.032640e-03	2.743260e-05	2	true
6.4375        	smoothSolver	3.196660e-03	9.979510e-08	693	true	smoothSolver	1.065510e-03	9.956750e-08	334	true	GAMG	8.506540e-03	7.911230e-05	1	true
6.45          	smoothSolver	2.127020e-03	9.969160e-08	689	true	smoothSolver	8.402160e-04	9.940110e-08	332	true	GAMG	7.125890e-03	2.851430e-05	2	true
6.4625        	smoothSolver	2.295460e-03	9.939180e-08	685	true	smoothSolver	8.290090e-04	9.952000e-08	332	true	GAMG	4.443830e-03	1.817390e-05	2	true
6.475         	smoothSolver	1.759910e-03	9.958230e-08	682	true	smoothSolver	7.506440e-04	9.997940e-08	334	true	GAMG	4.778690e-03	1.674600e-05	2	true
6.4875        	smoothSolver	1.793850e-03	9.960580e-08	680	true	smoothSolver	7.476080e-04	9.910880e-08	338	true	GAMG	5.785150e-03	2.295870e-05	2	true
6.5           	smoothSolver	1.645440e-03	9.955740e-08	680	true	smoothSolver	8.136530e-04	9.962830e-08	342	true	GAMG	6.292170e-03	1.689550e-05	2	true
6.5125        	smoothSolver	1.550540e-03	9.938210e-08	698	true	smoothSolver	9.254990e-04	9.895090e-08	360	true	GAMG	8.459750e-03	3.222360e-05	2	true
6.525         	smoothSolver	1.610150e-03	9.935510e-08	696	true	smoothSolver	9.517220e-04	9.968440e-08	359	true	GAMG	1.080620e-02	8.461250e-05	1	true
6.5375        	smoothSolver	1.488260e-03	9.968630e-08	697	true	smoothSolver	9.842750e-04	9.895360e-08	361	true	GAMG	1.437460e-02	6.183810e-05	2	true
6.55          	smoothSolver	1.499250e-03	9.982700e-08	699	true	smoothSolver	8.901920e-04	9.905760e-08	363	true	GAMG	2.020770e-02	1.212440e-04	1	true
6.56          	smoothSolver	1.407190e-03	9.923770e-08	583	true	smoothSolver	9.964080e-04	9.915300e-08	296	true	GAMG	1.052380e-02	4.551740e-05	2	true
6.57          	smoothSolver	1.310720e-03	9.905170e-08	587	true	smoothSolver	7.822320e-04	9.993030e-08	298	true	GAMG	7.800380e-03	3.025580e-05	2	true
6.58          	smoothSolver	1.396180e-03	9.981450e-08	601	true	smoothSolver	9.222400e-04	9.876270e-08	310	true	GAMG	7.735100e-03	2.809060e-05	2	true
6.59          	smoothSolver	1.452390e-03	9.919970e-08	600	true	smoothSolver	8.743490e-04	9.845490e-08	308	true	GAMG	9.189660e-03	4.289090e-05	2	true
6.6           	smoothSolver	1.317820e-03	9.918750e-08	602	true	smoothSolver	8.046250e-04	9.841200e-08	309	true	GAMG	1.060750e-02	2.714340e-05	2	true
6.60833       	smoothSolver	1.388010e-03	9.999830e-08	518	true	smoothSolver	8.305530e-04	9.926650e-08	261	true	GAMG	9.512650e-03	3.808300e-05	2	true
6.61667       	smoothSolver	1.114130e-03	9.991060e-08	517	true	smoothSolver	6.844450e-04	9.945420e-08	259	true	GAMG	1.056310e-02	8.591950e-05	1	true
6.625         	smoothSolver	1.356060e-03	9.974360e-08	521	true	smoothSolver	7.306470e-04	9.904280e-08	262	true	GAMG	1.031920e-02	3.879960e-05	2	true
6.63333       	smoothSolver	1.436910e-03	9.974960e-08	532	true	smoothSolver	7.542460e-04	9.848830e-08	271	true	GAMG	1.145290e-02	8.732620e-05	1	true
6.64167       	smoothSolver	1.238900e-03	9.955190e-08	529	true	smoothSolver	7.388160e-04	9.921740e-08	267	true	GAMG	1.366070e-02	4.883000e-05	2	true
