# y+ ()       
# Time        	patch         	min           	max           	average       
6.7           	leftWall	1.055436e+00	3.267436e+01	1.161909e+01
6.7           	lowerWall	1.554072e+00	1.045858e+02	3.270836e+01
6.75          	rightWall	5.912079e-01	3.441788e+01	8.744686e+00
6.75          	leftWall	7.984517e-01	3.354989e+01	1.190497e+01
6.75          	lowerWall	1.690928e+00	9.152677e+01	3.228324e+01
6.8           	rightWall	5.915963e-01	3.358186e+01	8.513508e+00
6.8           	leftWall	4.725899e-01	3.460685e+01	1.195672e+01
6.8           	lowerWall	1.717556e+00	8.375748e+01	3.167172e+01
6.85          	rightWall	7.365009e-01	3.270252e+01	8.278546e+00
6.85          	leftWall	2.720317e-01	3.555008e+01	1.209858e+01
6.85          	lowerWall	2.028560e+00	8.210612e+01	3.056948e+01
6.9           	rightWall	8.135691e-01	3.184087e+01	8.159126e+00
6.9           	leftWall	4.607178e-01	3.662016e+01	1.225646e+01
6.9           	lowerWall	1.984224e+00	7.169824e+01	2.973145e+01
6.95          	rightWall	7.642607e-01	3.120490e+01	8.052981e+00
6.95          	leftWall	4.845754e-01	3.777966e+01	1.238285e+01
6.95          	lowerWall	1.834875e+00	6.781213e+01	2.877189e+01
7             	rightWall	7.757300e-01	3.063500e+01	7.913196e+00
7             	leftWall	4.864031e-01	3.894924e+01	1.249719e+01
7             	lowerWall	1.886358e+00	6.502229e+01	2.778553e+01
7.05          	rightWall	8.657193e-01	3.007230e+01	7.958083e+00
7.05          	leftWall	4.114594e-01	4.006140e+01	1.269728e+01
7.05          	lowerWall	1.929357e+00	6.059153e+01	2.679322e+01
7.1           	rightWall	8.089735e-01	2.952631e+01	8.010838e+00
7.1           	leftWall	3.395034e-01	4.116615e+01	1.287390e+01
7.1           	lowerWall	1.645542e+00	5.750016e+01	2.594761e+01
7.15          	rightWall	8.381163e-01	2.895621e+01	7.947754e+00
7.15          	leftWall	3.189988e-01	4.220395e+01	1.304620e+01
7.15          	lowerWall	1.602871e+00	6.664692e+01	2.527768e+01
7.2           	rightWall	8.367991e-01	2.845667e+01	8.036297e+00
7.2           	leftWall	3.344520e-01	4.320209e+01	1.322295e+01
7.2           	lowerWall	1.518447e+00	6.247349e+01	2.510966e+01
7.25          	rightWall	8.262949e-01	2.801329e+01	8.035780e+00
7.25          	leftWall	2.816852e-01	4.409682e+01	1.340440e+01
7.25          	lowerWall	1.038299e+00	6.486281e+01	2.480842e+01
7.3           	rightWall	8.255282e-01	2.762960e+01	8.194541e+00
7.3           	leftWall	1.285665e-01	4.486942e+01	1.358177e+01
7.3           	lowerWall	9.485721e-01	6.931091e+01	2.471932e+01
7.35          	rightWall	7.869934e-01	2.760311e+01	8.290209e+00
7.35          	leftWall	2.338901e-01	4.550906e+01	1.373790e+01
7.35          	lowerWall	1.272373e+00	7.539516e+01	2.496662e+01
7.4           	rightWall	7.907534e-01	2.799559e+01	8.396067e+00
7.4           	leftWall	2.749159e-01	4.609278e+01	1.389131e+01
7.4           	lowerWall	1.209243e+00	7.919757e+01	2.547856e+01
7.45          	rightWall	7.512676e-01	2.813501e+01	8.569021e+00
7.45          	leftWall	3.682377e-01	4.653877e+01	1.400774e+01
7.45          	lowerWall	1.227277e+00	8.404474e+01	2.582107e+01
7.5           	rightWall	7.259272e-01	2.826564e+01	8.578888e+00
7.5           	leftWall	5.181817e-01	4.683945e+01	1.407577e+01
7.5           	lowerWall	9.602284e-01	8.857549e+01	2.620134e+01
7.55          	rightWall	6.801490e-01	2.841209e+01	8.665637e+00
7.55          	leftWall	6.185598e-01	4.697549e+01	1.403618e+01
7.55          	lowerWall	8.073301e-01	9.284712e+01	2.658744e+01
7.6           	rightWall	6.557800e-01	2.837211e+01	8.839870e+00
7.6           	leftWall	6.295322e-01	4.707110e+01	1.404841e+01
7.6           	lowerWall	5.381482e-01	9.669270e+01	2.719433e+01
7.65          	rightWall	6.136215e-01	2.818362e+01	8.847852e+00
7.65          	leftWall	6.430316e-01	4.707207e+01	1.399435e+01
7.65          	lowerWall	1.125492e+00	1.000197e+02	2.789632e+01
7.7           	rightWall	6.127759e-01	2.799775e+01	8.831604e+00
7.7           	leftWall	6.624882e-01	4.692929e+01	1.396054e+01
7.7           	lowerWall	1.431872e+00	1.029484e+02	2.875131e+01
7.75          	rightWall	5.509021e-01	2.794956e+01	8.901490e+00
7.75          	leftWall	6.823415e-01	4.676831e+01	1.381177e+01
7.75          	lowerWall	8.151293e-01	1.056004e+02	2.947914e+01
7.8           	rightWall	5.154776e-01	2.785163e+01	8.968937e+00
7.8           	leftWall	7.146236e-01	4.649563e+01	1.365779e+01
7.8           	lowerWall	8.184879e-01	1.070742e+02	3.027018e+01
7.85          	rightWall	4.980544e-01	2.773136e+01	8.941507e+00
7.85          	leftWall	7.347271e-01	4.619647e+01	1.343013e+01
7.85          	lowerWall	3.821884e-01	1.100240e+02	3.097650e+01
7.9           	rightWall	4.571426e-01	2.761978e+01	8.904221e+00
7.9           	leftWall	5.680106e-01	4.584638e+01	1.320708e+01
7.9           	lowerWall	1.128522e+00	1.004705e+02	3.162658e+01
7.95          	rightWall	7.488929e-02	2.754262e+01	8.842957e+00
7.95          	leftWall	3.065642e-01	4.541745e+01	1.289798e+01
7.95          	lowerWall	1.375789e+00	1.027548e+02	3.218943e+01
8             	rightWall	1.697482e-01	2.758410e+01	8.984033e+00
8             	leftWall	1.750280e-01	4.495274e+01	1.261166e+01
8             	lowerWall	1.195861e+00	1.134713e+02	3.272319e+01
8.05          	rightWall	1.748716e-01	2.781929e+01	9.045825e+00
8.05          	leftWall	2.300515e-01	4.447209e+01	1.219237e+01
8.05          	lowerWall	1.016611e+00	1.128292e+02	3.317852e+01
8.1           	rightWall	2.090202e-01	2.797174e+01	9.085578e+00
8.1           	leftWall	1.247299e-01	4.392899e+01	1.192018e+01
8.1           	lowerWall	4.805669e-01	1.130164e+02	3.353805e+01
8.15          	rightWall	2.121241e-01	2.804970e+01	9.211224e+00
8.15          	leftWall	2.827572e-01	4.332492e+01	1.166296e+01
8.15          	lowerWall	7.000320e-01	1.102107e+02	3.377880e+01
8.2           	rightWall	2.133259e-01	2.839167e+01	9.430561e+00
8.2           	leftWall	2.079449e-01	4.266109e+01	1.130850e+01
8.2           	lowerWall	1.042801e+00	1.098662e+02	3.391792e+01
8.25          	rightWall	3.771545e-01	2.871257e+01	9.541510e+00
8.25          	leftWall	2.679559e-01	4.195759e+01	1.103970e+01
8.25          	lowerWall	8.928148e-01	1.093443e+02	3.410237e+01
8.3           	rightWall	5.654291e-01	2.915889e+01	9.775613e+00
8.3           	leftWall	2.945023e-01	4.121537e+01	1.066782e+01
8.3           	lowerWall	9.996259e-01	1.091988e+02	3.419789e+01
8.35          	rightWall	1.040330e+00	2.972344e+01	1.009895e+01
8.35          	leftWall	4.273053e-01	4.042080e+01	1.032179e+01
8.35          	lowerWall	9.302883e-01	1.087337e+02	3.420490e+01
8.4           	rightWall	1.090749e+00	3.024643e+01	1.031639e+01
8.4           	leftWall	4.419032e-01	3.957856e+01	1.002384e+01
8.4           	lowerWall	1.134705e+00	1.087455e+02	3.412337e+01
8.45          	rightWall	1.258291e+00	3.087839e+01	1.070302e+01
8.45          	leftWall	4.477294e-01	3.868360e+01	9.788861e+00
8.45          	lowerWall	1.640235e+00	1.070307e+02	3.397636e+01
8.5           	rightWall	1.375804e+00	3.179475e+01	1.099676e+01
8.5           	leftWall	3.137567e-01	3.772481e+01	9.429343e+00
8.5           	lowerWall	1.585053e+00	1.082895e+02	3.371036e+01
8.55          	rightWall	1.318594e+00	3.245319e+01	1.138424e+01
8.55          	leftWall	5.224320e-01	3.675616e+01	9.259422e+00
8.55          	lowerWall	1.509157e+00	1.086640e+02	3.342436e+01
8.6           	rightWall	1.368508e+00	3.350392e+01	1.168904e+01
8.6           	leftWall	6.301147e-01	3.574877e+01	9.029406e+00
8.6           	lowerWall	1.451168e+00	9.890924e+01	3.307901e+01
8.65          	rightWall	1.268394e+00	3.432134e+01	1.207098e+01
8.65          	leftWall	6.228559e-01	3.470231e+01	8.702121e+00
8.65          	lowerWall	1.727150e+00	1.037328e+02	3.272695e+01
8.7           	rightWall	1.035423e+00	3.535654e+01	1.233060e+01
8.7           	leftWall	6.297313e-01	3.362078e+01	8.465685e+00
8.7           	lowerWall	1.447356e+00	1.007522e+02	3.227335e+01
8.75          	rightWall	6.486739e-01	3.618344e+01	1.260011e+01
8.75          	leftWall	8.098500e-01	3.260514e+01	8.329604e+00
8.75          	lowerWall	1.352449e+00	9.782012e+01	3.190149e+01
8.8           	rightWall	3.146595e-01	3.721583e+01	1.270059e+01
8.8           	leftWall	6.049141e-01	3.175760e+01	8.109549e+00
8.8           	lowerWall	1.184466e+00	9.608510e+01	3.155017e+01
8.85          	rightWall	4.617335e-01	3.818948e+01	1.286643e+01
8.85          	leftWall	4.539635e-01	3.117324e+01	8.034636e+00
8.85          	lowerWall	1.350953e+00	9.540405e+01	3.119609e+01
8.9           	rightWall	5.296895e-01	3.921263e+01	1.304966e+01
8.9           	leftWall	2.520411e-01	3.063173e+01	7.984876e+00
8.9           	lowerWall	1.607249e+00	8.542720e+01	3.066964e+01
8.95          	rightWall	5.274312e-01	4.032847e+01	1.329261e+01
8.95          	leftWall	2.051524e-01	3.014097e+01	7.921603e+00
8.95          	lowerWall	1.383573e+00	9.295394e+01	3.022240e+01
9             	rightWall	4.399987e-01	4.146285e+01	1.350762e+01
9             	leftWall	1.494793e-01	2.969257e+01	8.071814e+00
9             	lowerWall	1.555195e+00	9.215709e+01	2.943998e+01
9.05          	rightWall	4.086365e-01	4.256241e+01	1.370446e+01
9.05          	leftWall	3.903835e-01	2.927994e+01	8.112909e+00
9.05          	lowerWall	1.547271e+00	8.955073e+01	2.869976e+01
9.1           	rightWall	4.928157e-01	4.360009e+01	1.390776e+01
9.1           	leftWall	5.403168e-01	2.889494e+01	8.364724e+00
9.1           	lowerWall	1.661898e+00	6.780609e+01	2.816183e+01
9.15          	rightWall	5.674734e-01	4.450681e+01	1.404866e+01
9.15          	leftWall	6.013193e-01	2.870155e+01	8.393076e+00
9.15          	lowerWall	1.758511e+00	7.798362e+01	2.827571e+01
9.2           	rightWall	5.952660e-01	4.532279e+01	1.422964e+01
9.2           	leftWall	7.022401e-01	2.864544e+01	8.581432e+00
9.2           	lowerWall	1.701643e+00	8.516677e+01	2.778506e+01
9.25          	rightWall	5.151808e-01	4.602317e+01	1.431672e+01
9.25          	leftWall	8.605358e-01	2.891458e+01	8.704295e+00
9.25          	lowerWall	1.296992e+00	6.942660e+01	2.687669e+01
9.3           	rightWall	4.164942e-01	4.667242e+01	1.448543e+01
9.3           	leftWall	7.407688e-01	2.897379e+01	8.867530e+00
9.3           	lowerWall	1.780528e+00	5.671803e+01	2.629226e+01
9.35          	rightWall	3.326674e-01	4.710988e+01	1.458879e+01
9.35          	leftWall	7.825784e-01	2.904469e+01	9.005380e+00
9.35          	lowerWall	1.937908e+00	7.131979e+01	2.651877e+01
9.4           	rightWall	3.013979e-01	4.743749e+01	1.474043e+01
9.4           	leftWall	7.017794e-01	2.880090e+01	9.077507e+00
9.4           	lowerWall	1.856681e+00	7.780223e+01	2.695430e+01
9.45          	rightWall	2.490818e-01	4.750518e+01	1.476219e+01
9.45          	leftWall	6.896760e-01	2.883745e+01	9.158777e+00
9.45          	lowerWall	1.715973e+00	9.221426e+01	2.726900e+01
9.5           	rightWall	2.311814e-01	4.762103e+01	1.481706e+01
9.5           	leftWall	6.643922e-01	2.864940e+01	9.273439e+00
9.5           	lowerWall	1.624652e+00	8.435229e+01	2.742907e+01
9.55          	rightWall	2.262074e-01	4.763175e+01	1.480552e+01
9.55          	leftWall	6.243051e-01	2.830524e+01	9.256508e+00
9.55          	lowerWall	1.322842e+00	8.935298e+01	2.762751e+01
9.6           	rightWall	2.737339e-01	4.744662e+01	1.477750e+01
9.6           	leftWall	6.111382e-01	2.800663e+01	9.237400e+00
9.6           	lowerWall	8.221913e-01	9.306351e+01	2.807234e+01
9.65          	rightWall	3.585568e-01	4.735576e+01	1.471200e+01
9.65          	leftWall	5.589429e-01	2.783968e+01	9.323767e+00
9.65          	lowerWall	7.192922e-01	9.303727e+01	2.844306e+01
9.7           	rightWall	5.142943e-01	4.714141e+01	1.459830e+01
9.7           	leftWall	5.464995e-01	2.762471e+01	9.360509e+00
9.7           	lowerWall	6.096201e-01	9.400871e+01	2.892175e+01
9.75          	rightWall	5.412886e-01	4.670709e+01	1.451829e+01
9.75          	leftWall	5.180273e-01	2.738998e+01	9.312521e+00
9.75          	lowerWall	9.479394e-01	6.373024e+01	2.917744e+01
9.8           	rightWall	5.393198e-01	4.655647e+01	1.439507e+01
9.8           	leftWall	4.991127e-01	2.718334e+01	9.271965e+00
9.8           	lowerWall	1.265512e+00	9.536016e+01	3.021460e+01
9.85          	rightWall	5.292412e-01	4.616915e+01	1.412754e+01
9.85          	leftWall	4.634775e-01	2.702808e+01	9.301397e+00
9.85          	lowerWall	1.357493e+00	1.128592e+02	3.097233e+01
9.9           	rightWall	5.556338e-01	4.588816e+01	1.403869e+01
9.9           	leftWall	4.431990e-01	2.698844e+01	9.354791e+00
9.9           	lowerWall	1.522870e+00	9.783654e+01	3.161619e+01
9.95          	rightWall	5.645354e-01	4.554102e+01	1.377401e+01
9.95          	leftWall	3.818807e-01	2.705080e+01	9.305280e+00
9.95          	lowerWall	1.047767e+00	1.026958e+02	3.210989e+01
10            	rightWall	5.283639e-01	4.499290e+01	1.351903e+01
10            	leftWall	1.171430e-01	2.710879e+01	9.241476e+00
10            	lowerWall	9.144272e-01	1.007633e+02	3.255746e+01
