# y+ ()         
# Time          	patch           	min             	max             	average         
6.25            	leftWall	7.48744080e-01	2.77017473e+01	9.11294120e+00
6.25            	lowerWall	1.29992884e+00	1.08543248e+02	3.41423344e+01
6.3             	rightWall	2.26899528e-01	4.10491638e+01	1.19168416e+01
6.3             	leftWall	8.48767730e-01	2.78728478e+01	9.41530181e+00
6.3             	lowerWall	1.27584117e+00	1.08711901e+02	3.40997471e+01
6.35            	rightWall	3.40882778e-01	4.04895792e+01	1.16165327e+01
6.35            	leftWall	9.23373392e-01	2.81708413e+01	9.69248129e+00
6.35            	lowerWall	1.35197514e+00	1.10572897e+02	3.39505198e+01
6.4             	rightWall	4.26285570e-01	3.98774679e+01	1.12683354e+01
6.4             	leftWall	1.12168563e+00	2.85142336e+01	9.97899481e+00
6.4             	lowerWall	1.55321272e+00	1.13090082e+02	3.38430505e+01
6.45            	rightWall	6.66629270e-01	3.92012773e+01	1.09571159e+01
6.45            	leftWall	1.28233514e+00	2.90026881e+01	1.02711659e+01
6.45            	lowerWall	1.51361432e+00	1.13519467e+02	3.37636697e+01
6.5             	rightWall	7.70464210e-01	3.84672086e+01	1.06232211e+01
6.5             	leftWall	1.29894659e+00	2.95227141e+01	1.06636496e+01
6.5             	lowerWall	9.48972556e-01	1.12804951e+02	3.36366616e+01
6.55            	rightWall	1.12279929e+00	3.76853515e+01	1.03838884e+01
6.55            	leftWall	1.41436129e+00	3.02440590e+01	1.09671268e+01
6.55            	lowerWall	6.91965344e-01	1.11537001e+02	3.34488435e+01
6.6             	rightWall	1.04119589e+00	3.68724156e+01	9.88861018e+00
6.6             	leftWall	1.34434015e+00	3.10189264e+01	1.12156957e+01
6.6             	lowerWall	1.43424333e+00	1.09465457e+02	3.32156615e+01
6.65            	rightWall	9.50050572e-01	3.60535443e+01	9.42765404e+00
6.65            	leftWall	1.23829889e+00	3.17190990e+01	1.15126370e+01
6.65            	lowerWall	1.46900270e+00	1.06670063e+02	3.29212742e+01
6.7             	rightWall	3.36177600e-01	3.52296356e+01	8.99447385e+00
6.7             	leftWall	1.05543775e+00	3.26751165e+01	1.16192663e+01
6.7             	lowerWall	1.55407778e+00	1.04568916e+02	3.27083742e+01
6.75            	rightWall	5.91200306e-01	3.44213310e+01	8.74522235e+00
6.75            	leftWall	7.98453922e-01	3.35494692e+01	1.19049644e+01
6.75            	lowerWall	1.69094060e+00	9.15405784e+01	3.22832089e+01
6.8             	rightWall	5.91583104e-01	3.35825407e+01	8.51348840e+00
6.8             	leftWall	4.72593444e-01	3.46063917e+01	1.19566744e+01
6.8             	lowerWall	1.71758204e+00	8.37439443e+01	3.16716083e+01
6.85            	rightWall	7.36489099e-01	3.27004556e+01	8.27861877e+00
6.85            	leftWall	2.72029248e-01	3.55496385e+01	1.20983636e+01
6.85            	lowerWall	2.02849712e+00	8.20865839e+01	3.05695460e+01
6.9             	rightWall	8.13557586e-01	3.18388943e+01	8.15886575e+00
6.9             	leftWall	4.60717980e-01	3.66197975e+01	1.22564594e+01
6.9             	lowerWall	1.98422537e+00	7.16960970e+01	2.97315572e+01
6.95            	rightWall	7.64248356e-01	3.12003597e+01	8.05272419e+00
6.95            	leftWall	4.84575972e-01	3.77793136e+01	1.23828820e+01
6.95            	lowerWall	1.83487559e+00	6.78201943e+01	2.87718944e+01
7               	rightWall	7.75717574e-01	3.06305858e+01	7.91313537e+00
7               	leftWall	4.86403734e-01	3.89489023e+01	1.24971857e+01
7               	lowerWall	1.88635756e+00	6.50189071e+01	2.77854052e+01
7.05            	rightWall	8.65705053e-01	3.00713475e+01	7.95783705e+00
7.05            	leftWall	4.11459646e-01	4.00610386e+01	1.26972736e+01
7.05            	lowerWall	1.92930748e+00	6.05923774e+01	2.67932354e+01
7.1             	rightWall	8.08960293e-01	2.95253742e+01	8.01059963e+00
7.1             	leftWall	3.39504663e-01	4.11657700e+01	1.28738107e+01
7.1             	lowerWall	1.64563999e+00	5.74999643e+01	2.59475658e+01
7.15            	rightWall	8.38100247e-01	2.89609807e+01	7.94786999e+00
7.15            	leftWall	3.18998428e-01	4.22052315e+01	1.30463748e+01
7.15            	lowerWall	1.60296403e+00	6.66415876e+01	2.52776051e+01
7.2             	rightWall	8.36787803e-01	2.84614030e+01	8.03638210e+00
7.2             	leftWall	3.34447796e-01	4.32016778e+01	1.32227827e+01
7.2             	lowerWall	1.51847181e+00	6.24674378e+01	2.51096411e+01
7.25            	rightWall	8.26280727e-01	2.80179343e+01	8.03630054e+00
7.25            	leftWall	2.81687279e-01	4.40964404e+01	1.34042306e+01
7.25            	lowerWall	1.03830623e+00	6.48564899e+01	2.48083765e+01
7.3             	rightWall	8.25516800e-01	2.76233532e+01	8.19394790e+00
7.3             	leftWall	1.28567554e-01	4.48689869e+01	1.35818118e+01
7.3             	lowerWall	9.48550875e-01	6.93040076e+01	2.47192817e+01
7.35            	rightWall	7.86980497e-01	2.75978337e+01	8.28914808e+00
7.35            	leftWall	2.33890425e-01	4.55085046e+01	1.37378014e+01
7.35            	lowerWall	1.27237757e+00	7.53878722e+01	2.49666606e+01
7.4             	rightWall	7.90889514e-01	2.80012073e+01	8.39748583e+00
7.4             	leftWall	2.74920969e-01	4.60921760e+01	1.38911668e+01
7.4             	lowerWall	1.20926544e+00	7.91898877e+01	2.54786343e+01
7.45            	rightWall	7.51256089e-01	2.81296491e+01	8.56849429e+00
7.45            	leftWall	3.68236913e-01	4.65381687e+01	1.40076382e+01
7.45            	lowerWall	1.22724545e+00	8.40365145e+01	2.58209146e+01
7.5             	rightWall	7.25910373e-01	2.82680572e+01	8.57973910e+00
7.5             	leftWall	5.18182400e-01	4.68388582e+01	1.40758135e+01
7.5             	lowerWall	9.60235404e-01	8.85667906e+01	2.62013147e+01
7.55            	rightWall	6.80136437e-01	2.84200939e+01	8.66662918e+00
7.55            	leftWall	6.18562138e-01	4.69767290e+01	1.40364148e+01
7.55            	lowerWall	8.07356914e-01	9.28379743e+01	2.65873687e+01
7.6             	rightWall	6.55773809e-01	2.83689914e+01	8.83851946e+00
7.6             	leftWall	6.29532240e-01	4.70721894e+01	1.40486438e+01
7.6             	lowerWall	5.38130681e-01	9.66832942e+01	2.71943732e+01
7.65            	rightWall	6.13615121e-01	2.81805627e+01	8.84657899e+00
7.65            	leftWall	6.43030469e-01	4.70722063e+01	1.39943966e+01
7.65            	lowerWall	1.12554268e+00	1.00010002e+02	2.78962634e+01
7.7             	rightWall	6.12761349e-01	2.80024829e+01	8.83271422e+00
7.7             	leftWall	6.62489437e-01	4.69302128e+01	1.39606873e+01
7.7             	lowerWall	1.43189705e+00	1.02938259e+02	2.87513372e+01
7.75            	rightWall	5.50897208e-01	2.79488222e+01	8.90187814e+00
7.75            	leftWall	6.82340048e-01	4.67673798e+01	1.38116443e+01
7.75            	lowerWall	8.15208261e-01	1.05590099e+02	2.94789364e+01
7.8             	rightWall	5.15564007e-01	2.78562817e+01	8.97054622e+00
7.8             	leftWall	7.14632546e-01	4.64965215e+01	1.36580501e+01
7.8             	lowerWall	8.18495350e-01	1.07063710e+02	3.02701778e+01
7.85            	rightWall	4.98145927e-01	2.77360001e+01	8.94311362e+00
7.85            	leftWall	7.34728322e-01	4.61965680e+01	1.34301385e+01
7.85            	lowerWall	3.82191014e-01	1.10013214e+02	3.09764583e+01
7.9             	rightWall	4.57135332e-01	2.76190417e+01	8.90367922e+00
7.9             	leftWall	5.68010187e-01	4.58462943e+01	1.32070695e+01
7.9             	lowerWall	1.12855932e+00	1.00460558e+02	3.16264342e+01
7.95            	rightWall	7.48688584e-02	2.75418408e+01	8.84284199e+00
7.95            	leftWall	3.06564080e-01	4.54174782e+01	1.28979835e+01
7.95            	lowerWall	1.37573895e+00	1.02746490e+02	3.21892025e+01
8               	rightWall	1.69744425e-01	2.75856240e+01	8.98415849e+00
8               	leftWall	1.75027279e-01	4.49526790e+01	1.26116555e+01
8               	lowerWall	1.19583284e+00	1.13460271e+02	3.27229067e+01
8.05            	rightWall	1.74632761e-01	2.77396258e+01	9.03165262e+00
8.05            	leftWall	2.30049368e-01	4.44721622e+01	1.21923838e+01
8.05            	lowerWall	1.01660904e+00	1.12818130e+02	3.31782579e+01
8.1             	rightWall	2.08733497e-01	2.78916466e+01	9.06827846e+00
8.1             	leftWall	1.24732598e-01	4.39289762e+01	1.19201592e+01
8.1             	lowerWall	4.80563184e-01	1.13005297e+02	3.35378926e+01
8.15            	rightWall	2.12242635e-01	2.80786325e+01	9.21389089e+00
8.15            	leftWall	2.82761810e-01	4.33255043e+01	1.16629757e+01
8.15            	lowerWall	7.00030666e-01	1.10223214e+02	3.37788715e+01
8.2             	rightWall	2.13048405e-01	2.83103294e+01	9.41421460e+00
8.2             	leftWall	2.07941715e-01	4.26608796e+01	1.13083023e+01
8.2             	lowerWall	1.04276772e+00	1.09878852e+02	3.39179505e+01
8.25            	rightWall	3.77361199e-01	2.87557774e+01	9.55528868e+00
8.25            	leftWall	2.67954437e-01	4.19581558e+01	1.10398371e+01
8.25            	lowerWall	8.92775151e-01	1.09335418e+02	3.41022995e+01
8.3             	rightWall	5.65746420e-01	2.92027023e+01	9.77533695e+00
8.3             	leftWall	2.94504287e-01	4.12149806e+01	1.06677809e+01
8.3             	lowerWall	9.99601665e-01	1.09189941e+02	3.41978097e+01
8.35            	rightWall	1.03890015e+00	2.96522597e+01	1.00886002e+01
8.35            	leftWall	4.27301946e-01	4.04203176e+01	1.03218199e+01
8.35            	lowerWall	9.30296509e-01	1.08750384e+02	3.42049446e+01
8.4             	rightWall	1.09136888e+00	3.03061603e+01	1.03264266e+01
8.4             	leftWall	4.41902362e-01	3.95778973e+01	1.00237464e+01
8.4             	lowerWall	1.13466875e+00	1.08778955e+02	3.41234593e+01
8.45            	rightWall	1.25900459e+00	3.09393664e+01	1.07064106e+01
8.45            	leftWall	4.47726868e-01	3.86828252e+01	9.78879608e+00
8.45            	lowerWall	1.64015868e+00	1.07022045e+02	3.39762377e+01
8.5             	rightWall	1.37658557e+00	3.17485572e+01	1.09928643e+01
8.5             	leftWall	3.13752684e-01	3.77254300e+01	9.42943374e+00
8.5             	lowerWall	1.58512141e+00	1.08280764e+02	3.37102337e+01
8.55            	rightWall	1.31934314e+00	3.25326678e+01	1.14015732e+01
8.55            	leftWall	5.22420566e-01	3.67553165e+01	9.25925616e+00
8.55            	lowerWall	1.50916682e+00	1.08655228e+02	3.34243635e+01
8.6             	rightWall	1.36662981e+00	3.34709996e+01	1.16698134e+01
8.6             	leftWall	6.30116625e-01	3.57477751e+01	9.02931962e+00
8.6             	lowerWall	1.45117061e+00	9.89204737e+01	3.30790199e+01
8.65            	rightWall	1.26911546e+00	3.43038741e+01	1.20818575e+01
8.65            	leftWall	6.22857571e-01	3.47012403e+01	8.70201356e+00
8.65            	lowerWall	1.72716036e+00	1.03748744e+02	3.27269958e+01
8.7             	rightWall	1.03400197e+00	3.53384631e+01	1.23083468e+01
8.7             	leftWall	6.29742146e-01	3.36210771e+01	8.46580908e+00
8.7             	lowerWall	1.44729783e+00	1.00744025e+02	3.22732962e+01
8.75            	rightWall	6.47781312e-01	3.61819185e+01	1.25798391e+01
8.75            	leftWall	8.09850783e-01	3.26053085e+01	8.32960641e+00
8.75            	lowerWall	1.35247662e+00	9.78123633e+01	3.19014019e+01
8.8             	rightWall	3.14226796e-01	3.72142849e+01	1.26853260e+01
8.8             	leftWall	6.04913230e-01	3.17576445e+01	8.10957836e+00
8.8             	lowerWall	1.18443423e+00	9.60773183e+01	3.15499731e+01
8.85            	rightWall	4.61999461e-01	3.81879279e+01	1.28797650e+01
8.85            	leftWall	4.53960461e-01	3.11733017e+01	8.03472902e+00
8.85            	lowerWall	1.35096423e+00	9.53964374e+01	3.11960441e+01
8.9             	rightWall	5.29989612e-01	3.92109926e+01	1.30463489e+01
8.9             	leftWall	2.52041536e-01	3.06317642e+01	7.98487616e+00
8.9             	lowerWall	1.60725594e+00	8.54187929e+01	3.06696483e+01
8.95            	rightWall	5.27730001e-01	4.03267951e+01	1.33028125e+01
8.95            	leftWall	2.05154563e-01	3.01409366e+01	7.92157895e+00
8.95            	lowerWall	1.38358471e+00	9.29466003e+01	3.02223276e+01
9               	rightWall	4.40248530e-01	4.14611346e+01	1.35085855e+01
9               	leftWall	1.49479594e-01	2.96925908e+01	8.07181523e+00
9               	lowerWall	1.55520781e+00	9.21497866e+01	2.94397885e+01
9.05            	rightWall	4.08868147e-01	4.25606666e+01	1.37150053e+01
9.05            	leftWall	3.90383596e-01	2.92800017e+01	8.11290899e+00
9.05            	lowerWall	1.54728157e+00	8.95435708e+01	2.86997358e+01
9.1             	rightWall	4.93094717e-01	4.35983003e+01	1.39040829e+01
9.1             	leftWall	5.40317713e-01	2.88950189e+01	8.36477536e+00
9.1             	lowerWall	1.66191047e+00	6.78015947e+01	2.81618905e+01
9.15            	rightWall	5.67795536e-01	4.45049964e+01	1.40633117e+01
9.15            	leftWall	6.01321300e-01	2.87013505e+01	8.39297392e+00
9.15            	lowerWall	1.75845650e+00	7.79759270e+01	2.82756561e+01
9.2             	rightWall	5.94448487e-01	4.53208963e+01	1.42127124e+01
9.2             	leftWall	7.02240848e-01	2.86453557e+01	8.58154333e+00
9.2             	lowerWall	1.70142001e+00	8.51600223e+01	2.77850079e+01
9.25            	rightWall	5.14471585e-01	4.60212903e+01	1.42934851e+01
9.25            	leftWall	8.60536726e-01	2.89145101e+01	8.70440436e+00
9.25            	lowerWall	1.29707176e+00	6.94209890e+01	2.68766605e+01
9.3             	rightWall	4.15922018e-01	4.65805440e+01	1.44585558e+01
9.3             	leftWall	7.40774166e-01	2.89738050e+01	8.86752568e+00
9.3             	lowerWall	1.78054141e+00	5.67141599e+01	2.62922945e+01
9.35            	rightWall	3.32869160e-01	4.70857689e+01	1.46019990e+01
9.35            	leftWall	7.82584627e-01	2.90447681e+01	9.00546252e+00
9.35            	lowerWall	1.93792393e+00	7.13360919e+01	2.65187345e+01
9.4             	rightWall	3.00977145e-01	4.74132416e+01	1.47155346e+01
9.4             	leftWall	7.01776715e-01	2.88009772e+01	9.07761985e+00
9.4             	lowerWall	1.85664084e+00	7.77947458e+01	2.69542599e+01
9.45            	rightWall	2.49221188e-01	4.75733504e+01	1.47845107e+01
9.45            	leftWall	6.89675968e-01	2.88375921e+01	9.15885895e+00
9.45            	lowerWall	1.71598781e+00	9.22053128e+01	2.72689669e+01
9.5             	rightWall	2.31317868e-01	4.75966881e+01	1.48113492e+01
9.5             	leftWall	6.64389710e-01	2.86495271e+01	9.27343910e+00
9.5             	lowerWall	1.62466269e+00	8.43387930e+01	2.74289771e+01
9.55            	rightWall	2.26336999e-01	4.75849382e+01	1.48082168e+01
9.55            	leftWall	6.24306711e-01	2.83047987e+01	9.25639889e+00
9.55            	lowerWall	1.32280353e+00	8.93593899e+01	2.76275316e+01
9.6             	rightWall	2.73901983e-01	4.74923686e+01	1.47910618e+01
9.6             	leftWall	6.11143713e-01	2.80057392e+01	9.23729153e+00
9.6             	lowerWall	8.22177337e-01	9.30545387e+01	2.80723817e+01
9.65            	rightWall	3.58064809e-01	4.73092482e+01	1.46974260e+01
9.65            	leftWall	5.58949567e-01	2.78399508e+01	9.32376820e+00
9.65            	lowerWall	7.19272594e-01	9.30584158e+01	2.84430190e+01
9.7             	rightWall	5.14584585e-01	4.70729471e+01	1.45967722e+01
9.7             	leftWall	5.46500881e-01	2.76249801e+01	9.36045666e+00
9.7             	lowerWall	6.09651991e-01	9.39996352e+01	2.89217104e+01
9.75            	rightWall	5.41598472e-01	4.68214148e+01	1.45398195e+01
9.75            	leftWall	5.18035169e-01	2.73902105e+01	9.31263661e+00
9.75            	lowerWall	9.47985683e-01	6.37165682e+01	2.91773893e+01
9.8             	rightWall	5.38585437e-01	4.64774435e+01	1.43702929e+01
9.8             	leftWall	4.99116825e-01	2.71825053e+01	9.27185099e+00
9.8             	lowerWall	1.26548612e+00	9.53507739e+01	3.02144968e+01
9.85            	rightWall	5.29537159e-01	4.61701554e+01	1.41301278e+01
9.85            	leftWall	4.63481055e-01	2.70280645e+01	9.30141197e+00
9.85            	lowerWall	1.35749572e+00	1.12848203e+02	3.09722248e+01
9.9             	rightWall	5.54871852e-01	4.57998994e+01	1.40129843e+01
9.9             	leftWall	4.43194340e-01	2.69884813e+01	9.35479835e+00
9.9             	lowerWall	1.52290174e+00	9.78269366e+01	3.16161532e+01
9.95            	rightWall	5.63758032e-01	4.54320121e+01	1.37527554e+01
9.95            	leftWall	3.81880100e-01	2.70508394e+01	9.30528583e+00
9.95            	lowerWall	1.04778926e+00	1.02685850e+02	3.21097221e+01
10              	rightWall	5.28349964e-01	4.49953459e+01	1.35187070e+01
10              	leftWall	1.17143547e-01	2.71087031e+01	9.24147322e+00
10              	lowerWall	9.14409825e-01	1.00746965e+02	3.25572517e+01
